R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,home,15204,659,Southern Ill.,9,True,0,2,-2,loss,1830142,314,2137313,2020
1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,02/15/2020,home,15204,659,Southern Ill.,10,True,5,4,1,win,1830393,314,2137313,2020
2,5,3,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,02/15/2020,home,15204,659,Southern Ill.,9,True,8,19,-11,loss,1848015,314,2137313,2020
0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,659,Southern Ill.,9,True,2,7,-5,loss,1830690,314,2137313,2020
0,4,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,02/19/2020,away,15204,716,Troy,9,True,5,14,-9,loss,1831085,314,2137313,2020
1,3,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,02/25/2020,home,15204,350,LeMoyne-Owen,9,True,21,4,17,win,1832196,314,2137313,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,home,15204,350,LeMoyne-Owen,9,True,8,2,6,win,1849552,314,2137313,2020
1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,02/28/2020,home,15204,17,Alcorn,9,True,6,4,2,win,1832518,314,2137313,2020
1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,02/29/2020,home,15204,17,Alcorn,9,True,4,2,2,win,1832903,314,2137313,2020
1,4,2,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,03/01/2020,home,15204,17,Alcorn,9,True,10,6,4,win,1833222,314,2137313,2020
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/03/2020,away,15204,498,ULM,9,True,0,2,-2,loss,1833487,314,2137313,2020
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,03/06/2020,home,15204,228,Florida A&M,9,True,7,6,1,win,1833700,314,2137313,2020
2,3,2,1,0,3,0,2,0,2,0,0,0,0,0,0,1,0,03/07/2020,home,15204,228,Florida A&M,9,True,10,5,5,win,1834009,314,2137313,2020
3,4,3,0,1,5,0,2,1,0,0,0,0,0,0,0,3,0,03/08/2020,home,15204,228,Florida A&M,9,True,12,6,6,win,1834417,314,2137313,2020
0,4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,03/10/2020,away,15204,10411,USC Upstate,9,True,7,13,-6,loss,1834832,314,2137313,2020
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/11/2020,away,15204,10411,USC Upstate,9,True,4,9,-5,loss,1835065,314,2137313,2020
