AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,away,11320,363,Longwood,9,True,6,9,-3,loss,663240,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2013,home,11320,342,Lafayette,9,True,10,3,7,win,663421,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2013,home,11320,539,Penn St.,9,True,4,2,2,win,664892,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2013,home,11320,539,Penn St.,10,True,3,2,1,win,664938,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/20/2013,away,11320,352,Lehigh,9,True,11,8,3,win,665410,690,1427043,2013
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2013,home,11320,606,Saint Joseph's,9,True,3,8,-5,loss,665623,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2013,home,11320,606,Saint Joseph's,10,True,6,10,-4,loss,665944,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2013,home,11320,606,Saint Joseph's,9,True,11,1,10,win,666583,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/27/2013,home,11320,352,Lehigh,9,True,9,3,6,win,667137,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2013,away,11320,249,George Washington,9,True,3,4,-1,loss,667550,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2013,away,11320,249,George Washington,9,True,3,1,2,win,668340,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2013,away,11320,249,George Washington,9,True,0,1,-1,loss,668526,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2013,away,11320,180,Delaware,9,True,3,5,-2,loss,668916,690,1427043,2013
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/05/2013,home,11320,340,La Salle,9,True,3,4,-1,loss,669385,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2013,home,11320,340,La Salle,9,True,3,0,3,win,669646,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2013,home,11320,340,La Salle,9,True,7,12,-5,loss,670442,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2013,home,11320,617,Saint Peter's,9,True,9,7,2,win,671255,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2013,away,11320,740,VCU,9,True,1,2,-1,loss,671549,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2013,away,11320,740,VCU,9,True,5,1,4,win,671750,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,away,11320,740,VCU,9,True,4,3,1,win,672501,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2013,away,11320,572,Rhode Island,9,True,0,3,-3,loss,673625,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,away,11320,572,Rhode Island,9,True,1,3,-2,loss,673814,690,1427043,2013
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/21/2013,away,11320,572,Rhode Island,9,True,2,6,-4,loss,674569,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2013,home,11320,739,Villanova,9,True,8,4,4,win,675077,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/24/2013,home,11320,248,George Mason,9,True,5,9,-4,loss,675243,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/26/2013,home,11320,458,Charlotte,9,True,8,3,5,win,675630,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,458,Charlotte,9,True,3,9,-6,loss,675931,690,1427043,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/28/2013,home,11320,458,Charlotte,9,True,2,10,-8,loss,676640,690,1427043,2013
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/30/2013,away,11320,739,Villanova,9,True,7,6,1,win,677084,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/03/2013,away,11320,575,Richmond,9,True,1,6,-5,loss,677534,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,away,11320,575,Richmond,9,True,2,1,1,win,677785,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2013,away,11320,575,Richmond,10,True,3,4,-1,loss,678246,690,1427043,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/17/2013,home,11320,400,Massachusetts,9,True,3,4,-1,loss,679827,690,1427043,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05/17/2013,home,11320,400,Massachusetts,9,True,3,6,-3,loss,679842,690,1427043,2013
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/18/2013,home,11320,400,Massachusetts,9,True,9,11,-2,loss,679941,690,1427043,2013
