date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/20/2021,home,15580,699,Texas Southern,9,True,6,1,5,win,6 - 1,5003347,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/20/2021,home,15580,699,Texas Southern,9,True,10,4,6,win,10 - 4,5004006,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/21/2021,home,15580,699,Texas Southern,9,True,14,4,10,win,14 - 4,5004991,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/23/2021,home,15580,26172,A&M-Corpus Christi,9,True,12,8,4,win,12 - 8,5006293,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/26/2021,away,15580,26172,A&M-Corpus Christi,9,True,2,3,-1,loss,2 - 3,5008805,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/27/2021,away,15580,26172,A&M-Corpus Christi,9,True,14,1,13,win,14 - 1,5010503,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
02/28/2021,away,15580,26172,A&M-Corpus Christi,10,True,4,3,1,win,4 - 3,5011666,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/03/2021,away,15580,346,Lamar University,9,True,0,2,-2,loss,0 - 2,5049894,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/05/2021,home,15580,703,Texas,9,True,0,1,-1,loss,0 - 1,5015455,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/06/2021,home,15580,703,Texas,11,True,3,2,1,win,3 - 2,5016917,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/07/2021,home,15580,703,Texas,9,True,2,8,-6,loss,2 - 8,5018361,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/10/2021,away,15580,2743,UIW,9,True,13,7,6,win,13 - 7,5020941,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/12/2021,away,15580,670,Texas St.,9,True,12,3,9,win,12 - 3,5022739,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/13/2021,away,15580,670,Texas St.,9,True,9,15,-6,loss,9 - 15,5024508,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/14/2021,away,15580,670,Texas St.,9,True,8,7,1,win,8 - 7,5025683,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/16/2021,home,15580,697,Texas A&M,9,True,4,9,-5,loss,4 - 9,5027791,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/19/2021,away,15580,522,Oklahoma,9,True,2,7,-5,loss,2 - 7,5030155,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/20/2021,away,15580,522,Oklahoma,9,True,1,19,-18,loss,1 - 19,5031629,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/21/2021,away,15580,522,Oklahoma,9,True,2,12,-10,loss,2 - 12,5032725,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/26/2021,home,15580,702,UT Arlington,9,True,4,1,3,win,4 - 1,5037657,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/27/2021,home,15580,702,UT Arlington,9,True,7,12,-5,loss,7 - 12,5039175,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/27/2021,home,15580,702,UT Arlington,9,True,7,8,-1,loss,7 - 8,5039619,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
03/28/2021,home,15580,702,UT Arlington,10,True,5,4,1,win,5 - 4,5040335,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/01/2021,home,15580,782,Wichita St.,9,True,5,3,2,win,5 - 3,5043846,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/02/2021,home,15580,782,Wichita St.,9,True,2,3,-1,loss,2 - 3,5044427,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/02/2021,home,15580,782,Wichita St.,9,True,1,2,-1,loss,1 - 2,5044862,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/03/2021,home,15580,782,Wichita St.,9,True,2,3,-1,loss,2 - 3,5045820,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/09/2021,away,15580,782,Wichita St.,9,True,2,10,-8,loss,2 - 10,5050609,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/09/2021,away,15580,782,Wichita St.,9,True,1,7,-6,loss,1 - 7,5051197,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/10/2021,away,15580,782,Wichita St.,9,True,1,10,-9,loss,1 - 10,5052449,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/11/2021,away,15580,782,Wichita St.,9,True,2,13,-11,loss,2 - 13,5053423,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/24/2021,home,15580,651,South Fla.,9,True,9,2,7,win,9 - 2,5065136,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/24/2021,home,15580,651,South Fla.,10,True,4,8,-4,loss,4 - 8,5065755,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/25/2021,home,15580,651,South Fla.,9,True,0,4,-4,loss,0 - 4,5066299,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/25/2021,home,15580,651,South Fla.,9,True,5,2,3,win,5 - 2,5066636,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/30/2021,away,15580,718,Tulane,9,True,0,3,-3,loss,0 - 3,5069746,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
04/30/2021,away,15580,718,Tulane,9,True,4,11,-7,loss,4 - 11,5070156,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/01/2021,away,15580,718,Tulane,9,True,7,4,3,win,7 - 4,5071297,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/01/2021,away,15580,718,Tulane,9,True,5,6,-1,loss,5 - 6,5071670,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/07/2021,home,15580,140,Cincinnati,9,True,2,7,-5,loss,2 - 7,5074626,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/07/2021,home,15580,140,Cincinnati,9,True,0,7,-7,loss,0 - 7,5074934,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/08/2021,home,15580,140,Cincinnati,9,True,6,5,1,win,6 - 5,5075704,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/09/2021,home,15580,140,Cincinnati,9,True,3,10,-7,loss,3 - 10,5076347,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/14/2021,away,15580,404,Memphis,9,True,2,1,1,win,2 - 1,5078218,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/14/2021,away,15580,404,Memphis,9,True,7,13,-6,loss,7 - 13,5078220,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/15/2021,away,15580,404,Memphis,9,True,7,5,2,win,7 - 5,5078813,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/16/2021,away,15580,404,Memphis,9,True,4,8,-4,loss,4 - 8,5079088,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/20/2021,away,15580,128,UCF,9,True,1,3,-2,loss,1 - 3,5079926,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/20/2021,away,15580,128,UCF,9,True,1,2,-1,loss,1 - 2,5080302,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/21/2021,away,15580,128,UCF,9,True,0,6,-6,loss,0 - 6,5080646,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/22/2021,away,15580,128,UCF,9,True,1,2,-1,loss,1 - 2,5081155,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/25/2021,home,15580,718,Tulane,9,True,1,4,-3,loss,1 - 4,5081717,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
05/26/2021,home,15580,782,Wichita St.,9,True,3,5,-2,loss,3 - 5,5081813,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349356,2021
