date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,32,Little Rock,9,True,11,0,11,win,11 - 0,5207600,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
02/19/2022,away,15860,32,Little Rock,9,True,6,10,-4,loss,6 - 10,5209856,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
02/20/2022,away,15860,32,Little Rock,9,True,4,11,-7,loss,4 - 11,5211233,201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2477694,2022
02/27/2022,away,15860,1395,Tarleton St.,9,True,13,3,10,win,13 - 3,5218879,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
02/27/2022,away,15860,1395,Tarleton St.,9,True,3,1,2,win,3 - 1,5218756,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
02/28/2022,away,15860,1395,Tarleton St.,9,True,3,8,-5,loss,3 - 8,5219486,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
03/04/2022,away,15860,261,Grambling,9,True,7,4,3,win,7 - 4,5223609,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
03/05/2022,away,15860,261,Grambling,9,True,13,11,2,win,13 - 11,5225414,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
03/06/2022,away,15860,261,Grambling,9,True,11,0,11,win,11 - 0,5226435,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
03/08/2022,away,15860,301,Illinois,9,True,4,2,2,win,4 - 2,5228995,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477694,2022
