date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/16/2018,away,12973,694,Tennessee,9,True,4,0,4,win,4 - 0,85293,392,0,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1865523,2018
02/18/2018,away,12973,694,Tennessee,9,True,10,4,6,win,10 - 4,85965,392,0,4,1,1,0,2,0,2,0,0,1,0,0,0,0,0,1,0,1865523,2018
02/18/2018,away,12973,694,Tennessee,9,True,6,13,-7,loss,6 - 13,85997,392,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1865523,2018
02/21/2018,away,12973,786,William & Mary,9,True,4,10,-6,loss,4 - 10,86189,392,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1865523,2018
02/23/2018,home,12973,725,Army West Point,9,True,3,4,-1,loss,3 - 4,86378,392,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1865523,2018
02/24/2018,home,12973,725,Army West Point,9,True,0,3,-3,loss,0 - 3,86606,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865523,2018
02/25/2018,home,12973,725,Army West Point,9,True,6,3,3,win,6 - 3,87012,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865523,2018
02/28/2018,away,12973,740,VCU,9,True,2,0,2,win,2 - 0,87449,392,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1865523,2018
03/02/2018,home,12973,563,Radford,9,True,11,4,7,win,11 - 4,87720,392,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1865523,2018
03/03/2018,away,12973,149,Coastal Carolina,9,True,7,6,1,win,7 - 6,87846,392,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1865523,2018
03/04/2018,home,12973,47,Ball St.,9,True,13,1,12,win,13 - 1,88531,392,0,4,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1865523,2018
03/08/2018,home,12973,180,Delaware,9,True,1,7,-6,loss,1 - 7,89256,392,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1865523,2018
03/09/2018,home,12973,81,Bryant,9,True,3,7,-4,loss,3 - 7,89494,392,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1865523,2018
