R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/10/2023,away,16340,91,Cal Poly Pomona,9,True,0,1,-1,loss,2389988,155,2312214,2023,2
0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,02/11/2023,away,16340,91,Cal Poly Pomona,11,True,3,4,-1,loss,2390106,155,2312214,2023,2
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,02/11/2023,away,16340,91,Cal Poly Pomona,9,True,4,5,-1,loss,2407892,155,2312214,2023,2
0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,02/12/2023,away,16340,91,Cal Poly Pomona,9,True,7,4,3,win,2390146,155,2312214,2023,2
1,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,02/17/2023,away,16340,100,Cal State LA,9,True,4,7,-3,loss,2390249,155,2312214,2023,2
0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,02/18/2023,away,16340,100,Cal State LA,9,True,9,10,-1,loss,2390543,155,2312214,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2023,away,16340,100,Cal State LA,9,True,0,8,-8,loss,2408795,155,2312214,2023,2
1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,03/03/2023,away,16340,2720,CSU Pueblo,9,True,10,6,4,win,2392872,155,2312214,2023,2
1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/04/2023,home,16340,413,MSU Denver,9,True,6,11,-5,loss,2393100,155,2312214,2023,2
1,4,3,0,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,03/10/2023,away,16340,11403,Colo. Christian,9,True,21,6,15,win,2394386,155,2312214,2023,2
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2023,away,16340,11403,Colo. Christian,9,True,6,3,3,win,2424416,155,2312214,2023,2
2,3,2,1,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,03/11/2023,away,16340,11403,Colo. Christian,9,True,17,3,14,win,2394732,155,2312214,2023,2
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/12/2023,away,16340,11403,Colo. Christian,9,True,5,7,-2,loss,2395194,155,2312214,2023,2
