date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/17/2017,home,12560,534,Pacific,9,True,11,5,6,win,11 - 5,205805,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/18/2017,home,12560,534,Pacific,10,True,1,5,-4,loss,1 - 5,206017,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/19/2017,home,12560,534,Pacific,9,True,11,0,11,win,11 - 0,206412,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/21/2017,away,12560,109,UC Irvine,9,True,5,7,-2,loss,5 - 7,206707,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/22/2017,away,12560,97,Cal St. Fullerton,9,True,5,4,1,win,5 - 4,206828,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/24/2017,home,12560,694,Tennessee,9,True,4,8,-4,loss,4 - 8,206908,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/25/2017,home,12560,635,Seton Hall,9,True,5,10,-5,loss,5 - 10,207209,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/25/2017,home,12560,513,Notre Dame,9,True,7,6,1,win,7 - 6,207210,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
02/28/2017,away,12560,99,Long Beach St.,9,True,6,2,4,win,6 - 2,208002,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/03/2017,home,12560,90,Cal Poly,9,True,5,0,5,win,5 - 0,208259,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/04/2017,home,12560,90,Cal Poly,9,True,6,4,2,win,6 - 4,208517,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/05/2017,home,12560,90,Cal Poly,9,True,2,0,2,win,2 - 0,209012,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/07/2017,home,12560,657,Southern California,9,True,0,1,-1,loss,0 - 1,209541,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/10/2017,away,12560,466,Nevada,9,True,7,2,5,win,7 - 2,210099,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/11/2017,away,12560,466,Nevada,9,True,7,3,4,win,7 - 3,210466,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/12/2017,away,12560,466,Nevada,9,True,3,7,-4,loss,3 - 7,210874,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/14/2017,away,12560,627,San Diego,9,True,10,1,9,win,10 - 1,211343,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/17/2017,home,12560,465,UNLV,9,True,3,5,-2,loss,3 - 5,211719,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/18/2017,home,12560,465,UNLV,9,True,10,5,5,win,10 - 5,212034,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/19/2017,home,12560,465,UNLV,9,True,13,5,8,win,13 - 5,212508,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
03/21/2017,home,12560,99,Long Beach St.,9,True,12,5,7,win,12 - 5,212959,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878269,2017
