date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,37,Auburn,9,True,0,2,-2,loss,0 - 2,404729,62,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1319259,2015
02/14/2015,away,12080,37,Auburn,9,True,11,5,6,win,11 - 5,404981,62,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1319259,2015
02/15/2015,away,12080,37,Auburn,9,True,2,13,-11,loss,2 - 13,405394,62,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1319259,2015
02/28/2015,home,12080,563,Radford,9,True,1,7,-6,loss,1 - 7,406997,62,0,4,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1319259,2015
02/28/2015,home,12080,563,Radford,9,True,4,16,-12,loss,4 - 16,407010,62,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1319259,2015
03/01/2015,home,12080,563,Radford,9,True,3,8,-5,loss,3 - 8,407155,62,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1319259,2015
03/08/2015,away,12080,741,VMI,9,True,4,15,-11,loss,4 - 15,408443,62,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1319259,2015
03/08/2015,away,12080,741,VMI,9,True,7,3,4,win,7 - 3,408489,62,3,4,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1319259,2015
03/09/2015,away,12080,741,VMI,9,True,13,6,7,win,13 - 6,408689,62,1,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1319259,2015
03/15/2015,away,12080,683,Stony Brook,9,True,3,8,-5,loss,3 - 8,410304,62,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1319259,2015
03/15/2015,away,12080,683,Stony Brook,9,True,3,6,-3,loss,3 - 6,410379,62,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1319259,2015
03/16/2015,away,12080,683,Stony Brook,9,True,13,2,11,win,13 - 2,410605,62,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1319259,2015
03/24/2015,away,12080,83,Bucknell,9,True,2,6,-4,loss,2 - 6,412604,62,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1319259,2015
03/28/2015,away,12080,391,UMBC,13,True,9,10,-1,loss,9 - 10,413368,62,1,7,2,0,1,0,1,3,0,0,0,0,3,0,0,0,0,0,1319259,2015
03/29/2015,away,12080,391,UMBC,9,True,0,4,-4,loss,0 - 4,414050,62,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1319259,2015
03/29/2015,away,12080,391,UMBC,9,True,1,3,-2,loss,1 - 3,414163,62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319259,2015
04/06/2015,home,12080,368,UMass Lowell,9,True,5,4,1,win,5 - 4,416438,62,1,4,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1319259,2015
04/06/2015,home,12080,368,UMass Lowell,9,True,8,0,8,win,8 - 0,416484,62,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1319259,2015
04/07/2015,away,12080,167,Cornell,9,True,7,3,4,win,7 - 3,416676,62,0,3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1319259,2015
