date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,home,12360,432,Mississippi Val.,9,True,6,1,5,win,6 - 1,292509,483,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1659082,2016
02/20/2016,home,12360,432,Mississippi Val.,9,True,18,2,16,win,18 - 2,292828,483,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659082,2016
02/20/2016,home,12360,432,Mississippi Val.,9,True,15,1,14,win,15 - 1,292936,483,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1659082,2016
02/21/2016,home,12360,432,Mississippi Val.,9,True,13,3,10,win,13 - 3,293207,483,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659082,2016
02/24/2016,away,12360,8,Alabama,9,True,1,13,-12,loss,1 - 13,293463,483,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1659082,2016
02/26/2016,home,12360,368,UMass Lowell,9,True,2,11,-9,loss,2 - 11,293728,483,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1659082,2016
02/27/2016,away,12360,430,Mississippi St.,9,True,0,5,-5,loss,0 - 5,294206,483,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1659082,2016
02/28/2016,away,12360,430,Mississippi St.,9,True,0,8,-8,loss,0 - 8,294414,483,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1659082,2016
02/28/2016,home,12360,368,UMass Lowell,9,True,6,9,-3,loss,6 - 9,294530,483,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1659082,2016
03/02/2016,home,12360,365,LSU,9,True,4,9,-5,loss,4 - 9,294858,483,1,5,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1659082,2016
03/04/2016,home,12360,2,Abilene Christian,9,True,4,5,-1,loss,4 - 5,295059,483,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1659082,2016
03/05/2016,home,12360,2,Abilene Christian,9,True,4,2,2,win,4 - 2,295290,483,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1659082,2016
03/06/2016,home,12360,2,Abilene Christian,9,True,3,5,-2,loss,3 - 5,295852,483,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1659082,2016
03/09/2016,home,12360,590,Sacred Heart,9,True,8,7,1,win,8 - 7,296678,483,1,4,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1659082,2016
03/11/2016,home,12360,590,Sacred Heart,9,True,5,0,5,win,5 - 0,297123,483,0,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1659082,2016
03/11/2016,home,12360,590,Sacred Heart,9,True,5,7,-2,loss,5 - 7,297136,483,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1659082,2016
03/15/2016,home,12360,718,Tulane,9,True,2,1,1,win,2 - 1,298185,483,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1659082,2016
