R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,5,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,02/01/2019,neutral,14781,8744,Southwestern Okla.,9,True,7,5,2,win,1647038,9012,1882120,2019
1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02/02/2019,neutral,14781,30179,Okla. Christian,9,True,9,11,-2,loss,1647102,9012,1882120,2019
0,4,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,02/03/2019,neutral,14781,30177,Lubbock Christian,9,True,9,8,1,win,1647174,9012,1882120,2019
2,3,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,02/09/2019,home,14781,30178,Northwestern Okla.,9,True,10,0,10,win,1704754,9012,1882120,2019
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02/09/2019,home,14781,30178,Northwestern Okla.,9,True,2,3,-1,loss,1668044,9012,1882120,2019
0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,02/10/2019,home,14781,30178,Northwestern Okla.,9,True,3,7,-4,loss,1704930,9012,1882120,2019
1,3,2,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,02/13/2019,home,14781,1328,Rockhurst,9,True,13,3,10,win,1706269,9012,1882120,2019
1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,02/13/2019,home,14781,2814,Washburn,9,True,9,0,9,win,1706306,9012,1882120,2019
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/14/2019,home,14781,507,Northwest Mo. St.,9,True,12,5,7,win,1648110,9012,1882120,2019
1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,02/14/2019,home,14781,436,Mo.-St. Louis,9,True,10,7,3,win,1648389,9012,1882120,2019
1,3,1,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,02/22/2019,away,14781,1009,Central Okla.,9,True,7,1,6,win,1648809,9012,1882120,2019
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,02/23/2019,away,14781,1009,Central Okla.,9,True,5,4,1,win,1649191,9012,1882120,2019
1,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,02/24/2019,away,14781,1009,Central Okla.,9,True,5,1,4,win,1649470,9012,1882120,2019
1,2,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,03/01/2019,home,14781,9013,Missouri Western,9,True,5,4,1,win,1715640,9012,1882120,2019
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/01/2019,home,14781,9013,Missouri Western,9,True,0,1,-1,loss,1715681,9012,1882120,2019
0,5,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,03/02/2019,home,14781,9013,Missouri Western,9,True,4,5,-1,loss,1650298,9012,1882120,2019
1,3,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,03/06/2019,home,14781,435,Missouri S&T,9,True,8,4,4,win,1650869,9012,1882120,2019
1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2019,home,14781,2814,Washburn,9,True,4,3,1,win,1651479,9012,1882120,2019
1,5,2,1,0,6,1,3,0,0,0,0,1,1,0,0,0,0,03/09/2019,home,14781,2814,Washburn,9,True,12,9,3,win,1651817,9012,1882120,2019
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,03/10/2019,home,14781,2814,Washburn,9,True,3,2,1,win,1652211,9012,1882120,2019
