date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,home,12080,726,Navy,9,True,1,8,-7,loss,1 - 8,404827,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
02/14/2015,home,12080,726,Navy,9,True,6,11,-5,loss,6 - 11,405131,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
02/14/2015,home,12080,726,Navy,9,True,10,9,1,win,10 - 9,405313,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
02/25/2015,away,12080,490,NC State,9,True,1,9,-8,loss,1 - 9,406456,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/02/2015,away,12080,489,N.C. Central,9,True,1,2,-1,loss,1 - 2,407244,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/02/2015,away,12080,489,N.C. Central,9,True,5,7,-2,loss,5 - 7,407253,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/04/2015,away,12080,458,Charlotte,9,True,0,6,-6,loss,0 - 6,407465,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/07/2015,home,12080,222,Fairleigh Dickinson,9,True,12,13,-1,loss,12 - 13,407827,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/07/2015,home,12080,222,Fairleigh Dickinson,9,True,1,4,-3,loss,1 - 4,408087,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/08/2015,home,12080,222,Fairleigh Dickinson,9,True,11,8,3,win,11 - 8,408298,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/10/2015,away,12080,792,Winthrop,9,True,4,8,-4,loss,4 - 8,408869,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/14/2015,home,12080,61,Bethune-Cookman,9,True,0,3,-3,loss,0 - 3,409811,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/15/2015,home,12080,61,Bethune-Cookman,9,True,4,7,-3,loss,4 - 7,410141,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/15/2015,home,12080,61,Bethune-Cookman,9,True,5,16,-11,loss,5 - 16,410407,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/17/2015,away,12080,19651,High Point,9,True,3,8,-5,loss,3 - 8,410790,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/18/2015,home,12080,363,Longwood,9,True,5,10,-5,loss,5 - 10,411043,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/21/2015,home,12080,632,Savannah St.,9,True,7,8,-1,loss,7 - 8,411769,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/21/2015,home,12080,632,Savannah St.,9,True,2,6,-4,loss,2 - 6,411941,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/22/2015,home,12080,632,Savannah St.,9,True,10,6,4,win,10 - 6,412246,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/24/2015,away,12080,459,UNC Greensboro,9,True,0,10,-10,loss,0 - 10,412741,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/25/2015,away,12080,490,NC State,9,True,5,16,-11,loss,5 - 16,412896,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/28/2015,away,12080,228,Florida A&M,9,True,7,10,-3,loss,7 - 10,413533,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/28/2015,away,12080,228,Florida A&M,9,True,2,3,-1,loss,2 - 3,413702,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/29/2015,away,12080,228,Florida A&M,9,True,3,8,-5,loss,3 - 8,413945,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
03/31/2015,home,12080,1092,Gardner-Webb,9,True,9,17,-8,loss,9 - 17,414597,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/01/2015,home,12080,27,App State,9,True,10,12,-2,loss,10 - 12,414764,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/03/2015,home,12080,489,N.C. Central,9,True,10,18,-8,loss,10 - 18,415421,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/03/2015,home,12080,489,N.C. Central,9,True,4,6,-2,loss,4 - 6,415514,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/04/2015,home,12080,489,N.C. Central,9,True,4,13,-9,loss,4 - 13,415677,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/07/2015,home,12080,792,Winthrop,9,True,7,12,-5,loss,7 - 12,416594,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/08/2015,home,12080,19651,High Point,9,True,7,10,-3,loss,7 - 10,416807,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/10/2015,away,12080,363,Longwood,9,True,5,2,3,win,5 - 2,417044,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/11/2015,away,12080,363,Longwood,9,True,3,8,-5,loss,3 - 8,417292,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/12/2015,away,12080,363,Longwood,9,True,2,6,-4,loss,2 - 6,418065,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/18/2015,home,12080,61,Bethune-Cookman,9,True,10,6,4,win,10 - 6,419916,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/18/2015,home,12080,61,Bethune-Cookman,9,True,4,3,1,win,4 - 3,420198,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/19/2015,home,12080,61,Bethune-Cookman,9,True,3,13,-10,loss,3 - 13,420437,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/22/2015,away,12080,1092,Gardner-Webb,9,True,3,9,-6,loss,3 - 9,421053,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/24/2015,away,12080,632,Savannah St.,9,True,7,5,2,win,7 - 5,421546,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/24/2015,away,12080,632,Savannah St.,9,True,2,0,2,win,2 - 0,421595,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/26/2015,away,12080,632,Savannah St.,9,True,0,9,-9,loss,0 - 9,422376,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
04/29/2015,away,12080,742,Virginia Tech,9,True,0,3,-3,loss,0 - 3,423138,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
05/02/2015,home,12080,228,Florida A&M,9,True,6,5,1,win,6 - 5,423712,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
05/03/2015,home,12080,228,Florida A&M,9,True,2,4,-2,loss,2 - 4,424312,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
05/03/2015,home,12080,228,Florida A&M,9,True,3,8,-5,loss,3 - 8,424358,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
05/09/2015,away,12080,489,N.C. Central,9,True,6,5,1,win,6 - 5,424999,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311180,2015
