date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,149,Coastal Carolina,9,True,3,4,-1,loss,3 - 4,658060,317,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1082568,2013
02/17/2013,away,11320,149,Coastal Carolina,9,True,7,8,-1,loss,7 - 8,658472,317,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
02/20/2013,home,11320,363,Longwood,9,True,9,11,-2,loss,9 - 11,658803,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082568,2013
02/23/2013,home,11320,62,Binghamton,9,True,4,8,-4,loss,4 - 8,659326,317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082568,2013
02/23/2013,home,11320,62,Binghamton,9,True,9,1,8,win,9 - 1,659394,317,4,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1082568,2013
02/24/2013,home,11320,62,Binghamton,9,True,1,5,-4,loss,1 - 5,659680,317,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1082568,2013
02/24/2013,home,11320,62,Binghamton,9,True,14,1,13,win,14 - 1,659736,317,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1082568,2013
02/27/2013,home,11320,392,Maryland,9,True,5,10,-5,loss,5 - 10,660035,317,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
03/01/2013,home,11320,272,Hartford,9,True,11,3,8,win,11 - 3,660302,317,3,1,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1082568,2013
03/02/2013,home,11320,272,Hartford,9,True,10,2,8,win,10 - 2,660612,317,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1082568,2013
03/02/2013,home,11320,272,Hartford,9,True,6,2,4,win,6 - 2,660695,317,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1082568,2013
03/03/2013,home,11320,272,Hartford,11,True,11,9,2,win,11 - 9,660912,317,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1082568,2013
03/09/2013,home,11320,283,Hofstra,9,True,12,11,1,win,12 - 11,662344,317,4,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1082568,2013
03/09/2013,home,11320,283,Hofstra,9,True,18,3,15,win,18 - 3,662458,317,4,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1082568,2013
03/10/2013,home,11320,283,Hofstra,9,True,10,6,4,win,10 - 6,662735,317,3,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1082568,2013
03/12/2013,home,11320,741,VMI,9,True,11,8,3,win,11 - 8,663246,317,4,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1082568,2013
03/15/2013,home,11320,460,UNCW,9,True,17,5,12,win,17 - 5,663819,317,3,2,0,4,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1082568,2013
03/16/2013,home,11320,460,UNCW,9,True,1,9,-8,loss,1 - 9,664204,317,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1082568,2013
03/19/2013,away,11320,392,Maryland,9,True,7,10,-3,loss,7 - 10,665125,317,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1082568,2013
03/22/2013,away,11320,248,George Mason,9,True,2,11,-9,loss,2 - 11,665595,317,4,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1082568,2013
03/23/2013,away,11320,248,George Mason,9,True,11,4,7,win,11 - 4,665923,317,3,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1082568,2013
03/24/2013,away,11320,248,George Mason,9,True,5,2,3,win,5 - 2,666553,317,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1082568,2013
03/27/2013,home,11320,355,Liberty,9,True,21,4,17,win,21 - 4,667139,317,4,2,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1082568,2013
03/29/2013,away,11320,500,Northeastern,9,True,5,12,-7,loss,5 - 12,667489,317,3,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1082568,2013
03/30/2013,away,11320,500,Northeastern,9,True,3,8,-5,loss,3 - 8,667993,317,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1082568,2013
03/31/2013,away,11320,500,Northeastern,9,True,0,5,-5,loss,0 - 5,668580,317,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1082568,2013
04/02/2013,away,11320,741,VMI,9,True,7,9,-2,loss,7 - 9,668783,317,3,2,0,3,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1082568,2013
04/05/2013,home,11320,523,Old Dominion,9,True,4,7,-3,loss,4 - 7,669422,317,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1082568,2013
04/06/2013,home,11320,523,Old Dominion,9,True,5,6,-1,loss,5 - 6,669672,317,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1082568,2013
04/07/2013,home,11320,523,Old Dominion,9,True,2,14,-12,loss,2 - 14,670486,317,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1082568,2013
04/09/2013,away,11320,355,Liberty,10,True,11,12,-1,loss,11 - 12,670931,317,5,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1082568,2013
04/12/2013,away,11320,786,William & Mary,9,True,3,5,-2,loss,3 - 5,671486,317,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1082568,2013
04/13/2013,away,11320,786,William & Mary,9,True,8,9,-1,loss,8 - 9,671703,317,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
04/14/2013,away,11320,786,William & Mary,9,True,4,8,-4,loss,4 - 8,672431,317,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082568,2013
04/16/2013,away,11320,563,Radford,9,True,8,6,2,win,8 - 6,673117,317,4,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1082568,2013
04/17/2013,away,11320,363,Longwood,10,True,6,4,2,win,6 - 4,673242,317,4,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1082568,2013
04/20/2013,home,11320,254,Georgia St.,9,True,12,14,-2,loss,12 - 14,674135,317,5,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1082568,2013
04/20/2013,home,11320,254,Georgia St.,10,True,9,8,1,win,9 - 8,674382,317,3,1,0,1,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1082568,2013
04/21/2013,home,11320,254,Georgia St.,9,True,8,5,3,win,8 - 5,674489,317,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1082568,2013
04/24/2013,away,11320,746,Virginia,9,True,8,16,-8,loss,8 - 16,675252,317,3,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1082568,2013
04/27/2013,away,11320,249,George Washington,12,True,5,3,2,win,5 - 3,676136,317,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1082568,2013
04/27/2013,away,11320,249,George Washington,9,True,2,5,-3,loss,2 - 5,676372,317,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
04/28/2013,home,11320,249,George Washington,9,True,14,5,9,win,14 - 5,676613,317,4,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1082568,2013
05/07/2013,away,11320,457,North Carolina,9,True,5,9,-4,loss,5 - 9,678525,317,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1082568,2013
05/08/2013,away,11320,457,North Carolina,9,True,1,6,-5,loss,1 - 6,678614,317,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1082568,2013
05/11/2013,home,11320,711,Towson,9,True,7,11,-4,loss,7 - 11,679154,317,4,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
05/11/2013,home,11320,711,Towson,9,True,16,3,13,win,16 - 3,679184,317,5,2,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1082568,2013
05/12/2013,home,11320,711,Towson,9,True,8,7,1,win,8 - 7,679329,317,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1082568,2013
05/14/2013,home,11320,355,Liberty,9,True,13,4,9,win,13 - 4,679420,317,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1082568,2013
05/16/2013,away,11320,180,Delaware,9,True,7,8,-1,loss,7 - 8,679551,317,2,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1082568,2013
05/17/2013,away,11320,180,Delaware,9,True,4,12,-8,loss,4 - 12,679731,317,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1082568,2013
05/18/2013,away,11320,180,Delaware,9,True,11,6,5,win,11 - 6,679934,317,6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1082568,2013
05/22/2013,away,11320,180,Delaware,9,True,9,6,3,win,9 - 6,680160,317,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082568,2013
05/23/2013,away,11320,786,William & Mary,9,True,19,20,-1,loss,19 - 20,680229,317,6,4,0,4,2,1,1,5,0,1,0,0,0,0,0,0,0,0,1082568,2013
05/24/2013,home,11320,500,Northeastern,9,True,7,11,-4,loss,7 - 11,680311,317,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1082568,2013
