date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/22/2022,away,15860,1395,Tarleton St.,9,True,0,1,-1,loss,0 - 1,5212994,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
02/24/2022,home,15860,649,South Dakota St.,9,True,10,7,3,win,10 - 7,5214208,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
02/25/2022,home,15860,649,South Dakota St.,9,True,4,6,-2,loss,4 - 6,5215015,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
02/25/2022,home,15860,649,South Dakota St.,9,True,1,0,1,win,1 - 0,5215312,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/02/2022,home,15860,2,Abilene Christian,9,True,12,5,7,win,12 - 5,5243457,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/04/2022,away,15860,288,Houston,9,True,2,5,-3,loss,2 - 5,5223582,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/05/2022,away,15860,288,Houston,9,True,13,8,5,win,13 - 8,5225669,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/06/2022,away,15860,288,Houston,9,True,4,10,-6,loss,4 - 10,5226510,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/08/2022,away,15860,706,UTSA,9,True,0,6,-6,loss,0 - 6,5228820,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/12/2022,home,15860,702,UT Arlington,9,True,7,1,6,win,7 - 1,5232421,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/12/2022,home,15860,702,UT Arlington,9,True,9,3,6,win,9 - 3,5232741,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/13/2022,home,15860,702,UT Arlington,9,True,15,2,13,win,15 - 2,5233296,2743,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/15/2022,home,15860,536,UTRGV,9,True,13,8,5,win,13 - 8,5235877,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/16/2022,home,15860,158,Columbia,9,True,5,3,2,win,5 - 3,5236806,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/18/2022,away,15860,703,Texas,9,True,2,19,-17,loss,2 - 19,5238620,2743,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/19/2022,away,15860,703,Texas,9,True,2,10,-8,loss,2 - 10,5239813,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/20/2022,away,15860,703,Texas,9,True,0,12,-12,loss,0 - 12,5241028,2743,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2484694,2022
03/22/2022,home,15860,670,Texas St.,9,True,4,2,2,win,4 - 2,5243415,2743,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2484694,2022
03/25/2022,away,15860,26172,A&M-Corpus Christi,9,True,2,12,-10,loss,2 - 12,5245639,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
03/26/2022,away,15860,26172,A&M-Corpus Christi,9,True,1,4,-3,loss,1 - 4,5247427,2743,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2484694,2022
03/27/2022,away,15860,26172,A&M-Corpus Christi,9,True,7,4,3,win,7 - 4,5248859,2743,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2484694,2022
03/29/2022,home,15860,706,UTSA,10,True,4,6,-2,loss,4 - 6,5249792,2743,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2484694,2022
04/01/2022,home,15860,655,Southeastern La.,9,True,8,6,2,win,8 - 6,5251945,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/02/2022,home,15860,655,Southeastern La.,9,True,5,10,-5,loss,5 - 10,5254031,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/03/2022,home,15860,655,Southeastern La.,9,True,5,6,-1,loss,5 - 6,5254729,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/08/2022,home,15860,508,Northwestern St.,9,True,8,2,6,win,8 - 2,5258551,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/09/2022,home,15860,508,Northwestern St.,9,True,6,2,4,win,6 - 2,5260240,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/10/2022,home,15860,508,Northwestern St.,9,True,11,4,7,win,11 - 4,5261138,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/12/2022,home,15860,1395,Tarleton St.,9,True,6,14,-8,loss,6 - 14,5277838,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/14/2022,away,15860,402,McNeese,9,True,3,9,-6,loss,3 - 9,5264632,2743,1,2,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2484694,2022
04/15/2022,away,15860,402,McNeese,11,True,3,4,-1,loss,3 - 4,5266009,2743,0,5,2,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2484694,2022
04/16/2022,away,15860,402,McNeese,9,True,1,11,-10,loss,1 - 11,5266928,2743,1,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2484694,2022
04/19/2022,away,15860,536,UTRGV,9,True,3,9,-6,loss,3 - 9,5269194,2743,1,2,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2484694,2022
04/22/2022,home,15860,483,Nicholls,9,True,11,4,7,win,11 - 4,5271478,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/23/2022,home,15860,483,Nicholls,9,True,3,5,-2,loss,3 - 5,5273623,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/24/2022,home,15860,483,Nicholls,9,True,7,8,-1,loss,7 - 8,5274615,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/26/2022,away,15860,51,Baylor,9,True,7,8,-1,loss,7 - 8,5276535,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
04/29/2022,away,15860,287,Houston Baptist,9,True,6,13,-7,loss,6 - 13,5278216,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484694,2022
