R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
2,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,02/04/2023,home,16340,0,Brescia,9,True,12,4,8,win,2389767,1015,2661374,2023,2
1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,02/05/2023,home,16340,0,Brescia,9,True,11,2,9,win,2412157,1015,2661374,2023,2
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/05/2023,home,16340,0,Brescia,9,True,10,2,8,win,2389852,1015,2661374,2023,2
1,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,02/07/2023,away,16340,0,Blue Mountain (MS),9,True,6,11,-5,loss,2389893,1015,2661374,2023,2
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/11/2023,home,16340,1057,Drury,9,True,6,11,-5,loss,2390064,1015,2661374,2023,2
1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,02/11/2023,home,16340,1057,Drury,9,True,4,12,-8,loss,2407821,1015,2661374,2023,2
1,5,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,02/12/2023,home,16340,1057,Drury,9,True,20,13,7,win,2390154,1015,2661374,2023,2
0,5,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,02/15/2023,away,16340,573,Rhodes,9,True,7,5,2,win,2418510,1015,2661374,2023,2
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/17/2023,away,16340,30093,AUM,9,True,6,13,-7,loss,2390270,1015,2661374,2023,2
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2023,away,16340,30093,AUM,9,True,5,3,2,win,2390556,1015,2661374,2023,2
0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,02/18/2023,away,16340,30093,AUM,9,True,2,4,-2,loss,2408875,1015,2661374,2023,2
0,6,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,02/21/2023,home,16340,0,Blue Mountain (MS),11,True,8,9,-1,loss,2391128,1015,2661374,2023,2
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/25/2023,home,16340,1238,Montevallo,9,True,2,16,-14,loss,2391732,1015,2661374,2023,2
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/26/2023,home,16340,1238,Montevallo,9,True,5,8,-3,loss,2421757,1015,2661374,2023,2
2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,02/26/2023,home,16340,1238,Montevallo,9,True,6,8,-2,loss,2421857,1015,2661374,2023,2
2,3,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,03/03/2023,away,16340,358,West Ala.,9,True,7,3,4,win,2392644,1015,2661374,2023,2
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/04/2023,away,16340,358,West Ala.,9,True,2,12,-10,loss,2392988,1015,2661374,2023,2
