R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,4,2,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,02/16/2024,away,16580,574517,Redlands,9,True,3,5,-2,loss,4525612,8490,2661953,2024,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/17/2024,away,16580,574517,Redlands,9,True,3,6,-3,loss,4525867,8490,2661953,2024,3
0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,02/17/2024,away,16580,574517,Redlands,9,True,2,10,-8,loss,4542629,8490,2661953,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2024,away,16580,574643,Sul Ross St.,9,True,15,4,11,win,4544951,8490,2661953,2024,3
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2024,away,16580,574664,Southwestern (TX),9,True,0,2,-2,loss,4529476,8490,2661953,2024,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2024,away,16580,574664,Southwestern (TX),9,True,4,0,4,win,4544010,8490,2661953,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2024,home,16580,574688,Concordia (TX),9,True,1,6,-5,loss,4542830,8490,2661953,2024,3
0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,03/17/2024,home,16580,574688,Concordia (TX),9,True,9,8,1,win,4531146,8490,2661953,2024,3
2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,03/19/2024,home,16580,583236,Lyon,10,True,9,6,3,win,4532038,8490,2661953,2024,3
1,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,03/29/2024,home,16580,574633,Mary Hardin-Baylor,9,True,6,13,-7,loss,4544196,8490,2661953,2024,3
1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2024,away,16580,574759,Centenary (LA),9,True,5,4,1,win,4533348,8490,2661953,2024,3
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2024,home,16580,574807,Hardin-Simmons,9,True,13,2,11,win,4546367,8490,2661953,2024,3
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,04/23/2024,away,16580,574850,Millsaps,9,True,8,7,1,win,5253545,8490,2661953,2024,3
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/25/2024,away,16580,574683,Texas-Dallas,9,True,4,8,-4,loss,4539629,8490,2661953,2024,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,home,16580,574683,Texas-Dallas,9,True,4,9,-5,loss,4545256,8490,2661953,2024,3
