date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/25/2022,away,15860,678,Stetson,9,True,8,3,5,win,8 - 3,5215406,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
02/26/2022,away,15860,678,Stetson,9,True,8,12,-4,loss,8 - 12,5217385,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
02/27/2022,away,15860,678,Stetson,9,True,1,6,-5,loss,1 - 6,5218856,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/04/2022,away,15860,173,Davidson,9,True,2,5,-3,loss,2 - 5,5223412,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/05/2022,away,15860,173,Davidson,9,True,7,6,1,win,7 - 6,5224561,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/05/2022,away,15860,173,Davidson,9,True,5,2,3,win,5 - 2,5225264,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/06/2022,away,15860,173,Davidson,9,True,4,6,-2,loss,4 - 6,5226985,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/12/2022,away,15860,51,Baylor,9,True,0,3,-3,loss,0 - 3,5232730,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/12/2022,away,15860,51,Baylor,9,True,11,4,7,win,11 - 4,5232731,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/13/2022,away,15860,51,Baylor,10,True,3,4,-1,loss,3 - 4,5233648,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
03/15/2022,away,15860,402,McNeese,9,True,2,7,-5,loss,2 - 7,5235850,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116229,2022
