R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,3,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,02/15/2020,away,15204,1068,Elon,9,True,2,7,-5,loss,1830558,178,2346207,2020
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/16/2020,away,15204,1068,Elon,9,True,0,8,-8,loss,1830806,178,2346207,2020
0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,400,Massachusetts,9,True,3,6,-3,loss,1831423,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,400,Massachusetts,9,True,1,0,1,win,1848948,178,2346207,2020
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,02/23/2020,home,15204,400,Massachusetts,9,True,6,3,3,win,1831787,178,2346207,2020
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,02/28/2020,away,15204,48,Charleston So.,9,True,1,13,-12,loss,1832488,178,2346207,2020
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/29/2020,away,15204,48,Charleston So.,9,True,2,4,-2,loss,1832873,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,48,Charleston So.,9,True,4,12,-8,loss,1849302,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,48,Charleston So.,9,True,4,8,-4,loss,1833139,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2020,home,15204,340,La Salle,9,True,9,5,4,win,1833513,178,2346207,2020
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,572,Rhode Island,9,True,5,23,-18,loss,1971332,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,572,Rhode Island,9,True,8,11,-3,loss,1834178,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,572,Rhode Island,9,True,4,12,-8,loss,1849859,178,2346207,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,away,15204,180,Delaware,9,True,5,9,-4,loss,1834913,178,2346207,2020
