R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/02/2024,away,16580,9680,Embry-Riddle (FL),9,True,3,6,-3,loss,4524972,1238,2953084,2024,2
0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,02/03/2024,away,16580,584,Rollins,9,True,4,6,-2,loss,4856825,1238,2953084,2024,2
1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,02/06/2024,away,16580,30191,Spring Hill,10,True,14,12,2,win,4525126,1238,2953084,2024,2
2,2,2,2,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,02/09/2024,home,16580,30181,UVA Wise,9,True,9,3,6,win,5067793,1238,2953084,2024,2
1,4,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,02/10/2024,home,16580,30181,UVA Wise,9,True,15,7,8,win,5245117,1238,2953084,2024,2
2,4,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,02/14/2024,away,16580,358,West Ala.,9,True,12,0,12,win,4525439,1238,2953084,2024,2
1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,02/16/2024,home,16580,510,Northwood,9,True,4,3,1,win,4525622,1238,2953084,2024,2
3,3,2,1,0,6,1,2,1,0,0,0,1,0,0,0,0,0,0,02/17/2024,home,16580,510,Northwood,9,True,11,5,6,win,4525888,1238,2953084,2024,2
2,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,02/18/2024,home,16580,510,Northwood,9,True,8,3,5,win,4526190,1238,2953084,2024,2
1,3,1,0,1,3,0,2,0,0,0,0,2,0,0,0,0,0,0,02/23/2024,home,16580,1015,Christian Brothers,9,True,4,17,-13,loss,4526652,1238,2953084,2024,2
1,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,02/24/2024,home,16580,1015,Christian Brothers,9,True,16,4,12,win,4527037,1238,2953084,2024,2
1,4,2,1,0,6,1,3,0,0,0,0,2,0,0,0,0,0,0,02/24/2024,home,16580,1015,Christian Brothers,9,True,9,2,7,win,4543977,1238,2953084,2024,2
