date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/15/2019,home,14781,71,Bowling Green,9,True,7,0,7,win,7 - 0,4704861,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/16/2019,home,14781,71,Bowling Green,9,True,3,2,1,win,3 - 2,4706286,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/16/2019,home,14781,71,Bowling Green,9,True,3,4,-1,loss,3 - 4,4707833,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/21/2019,home,14781,503,NIU,10,True,2,3,-1,loss,2 - 3,4711125,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/24/2019,home,14781,72,Bradley,9,True,1,0,1,win,1 - 0,4714567,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/24/2019,home,14781,72,Bradley,10,True,1,2,-1,loss,1 - 2,4715707,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/26/2019,home,14781,692,Tennessee Tech,9,True,11,4,7,win,11 - 4,4716567,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
02/27/2019,away,14781,694,Tennessee,9,True,0,2,-2,loss,0 - 2,4717238,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/01/2019,away,14781,404,Memphis,10,True,2,1,1,win,2 - 1,4719038,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/02/2019,away,14781,404,Memphis,9,True,5,7,-2,loss,5 - 7,4721239,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/02/2019,away,14781,404,Memphis,9,True,6,8,-2,loss,6 - 8,4720522,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/06/2019,home,14781,14927,Belmont,9,True,4,5,-1,loss,4 - 5,4725246,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/08/2019,away,14781,334,Kentucky,9,True,1,4,-3,loss,1 - 4,4726748,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/10/2019,away,14781,334,Kentucky,9,True,0,7,-7,loss,0 - 7,4730056,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/10/2019,away,14781,334,Kentucky,9,True,4,5,-1,loss,4 - 5,4730079,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/12/2019,away,14781,8,Alabama,9,True,0,2,-2,loss,0 - 2,4732650,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/15/2019,away,14781,706,UTSA,9,True,7,4,3,win,7 - 4,4736019,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/16/2019,away,14781,706,UTSA,9,True,4,10,-6,loss,4 - 10,4739537,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/17/2019,away,14781,706,UTSA,9,True,9,4,5,win,9 - 4,4738736,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/19/2019,home,14781,28600,Lipscomb,11,True,6,8,-2,loss,6 - 8,4741588,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/22/2019,home,14781,366,Louisiana Tech,9,True,1,5,-4,loss,1 - 5,4744263,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/23/2019,home,14781,366,Louisiana Tech,9,True,4,1,3,win,4 - 1,4745778,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/24/2019,home,14781,366,Louisiana Tech,9,True,5,10,-5,loss,5 - 10,4746873,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/26/2019,away,14781,43,Austin Peay,9,True,3,10,-7,loss,3 - 10,4749740,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/29/2019,away,14781,388,Marshall,9,True,3,13,-10,loss,3 - 13,4751879,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/30/2019,away,14781,388,Marshall,9,True,10,5,5,win,10 - 5,4754541,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
03/31/2019,away,14781,388,Marshall,9,True,0,7,-7,loss,0 - 7,4754539,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/02/2019,home,14781,454,Murray St.,13,True,8,5,3,win,8 - 5,4756840,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/05/2019,home,14781,772,Western Ky.,9,True,13,4,9,win,13 - 4,4759527,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/06/2019,home,14781,772,Western Ky.,9,True,13,10,3,win,13 - 10,4763636,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/07/2019,home,14781,772,Western Ky.,9,True,11,4,7,win,11 - 4,4763304,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/09/2019,home,14781,736,Vanderbilt,9,True,3,15,-12,loss,3 - 15,4764534,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/10/2019,away,14781,454,Murray St.,9,True,6,12,-6,loss,6 - 12,4766101,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/12/2019,home,14781,9,UAB,9,True,8,10,-2,loss,8 - 10,4767530,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/12/2019,home,14781,9,UAB,9,True,7,3,4,win,7 - 3,4767531,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/13/2019,home,14781,9,UAB,9,True,9,2,7,win,9 - 2,4769137,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/16/2019,away,14781,28600,Lipscomb,9,True,10,12,-2,loss,10 - 12,4772234,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/18/2019,away,14781,574,Rice,9,True,4,10,-6,loss,4 - 10,4774236,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/19/2019,away,14781,574,Rice,9,True,2,7,-5,loss,2 - 7,4775302,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/20/2019,away,14781,574,Rice,9,True,5,7,-2,loss,5 - 7,4776131,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/23/2019,home,14781,43,Austin Peay,9,True,7,1,6,win,7 - 1,4778764,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/26/2019,home,14781,664,Southern Miss.,9,True,1,7,-6,loss,1 - 7,4780890,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/27/2019,home,14781,664,Southern Miss.,9,True,3,11,-8,loss,3 - 11,4782352,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
04/28/2019,home,14781,664,Southern Miss.,9,True,5,6,-1,loss,5 - 6,4783425,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/03/2019,away,14781,458,Charlotte,9,True,2,4,-2,loss,2 - 4,4786501,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/04/2019,away,14781,458,Charlotte,9,True,3,2,1,win,3 - 2,4787650,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/05/2019,away,14781,458,Charlotte,9,True,0,5,-5,loss,0 - 5,4787960,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/07/2019,away,14781,692,Tennessee Tech,10,True,9,10,-1,loss,9 - 10,4789076,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/10/2019,home,14781,231,FIU,9,True,3,1,2,win,3 - 1,4790181,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/11/2019,home,14781,231,FIU,9,True,3,7,-4,loss,3 - 7,4790690,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/12/2019,home,14781,231,FIU,9,True,6,10,-4,loss,6 - 10,4791069,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/14/2019,away,14781,736,Vanderbilt,9,True,2,5,-3,loss,2 - 5,4791521,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/16/2019,away,14781,229,Fla. Atlantic,11,True,4,5,-1,loss,4 - 5,4791811,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/17/2019,away,14781,229,Fla. Atlantic,9,True,7,8,-1,loss,7 - 8,4792210,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
05/18/2019,away,14781,229,Fla. Atlantic,9,True,7,8,-1,loss,7 - 8,4792467,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121273,2019
