date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2014,away,11620,749,Wake Forest,9,True,5,4,1,win,5 - 4,587058,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/16/2014,home,11620,388,Marshall,9,True,8,3,5,win,8 - 3,587497,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/17/2014,home,11620,251,Georgetown,9,True,9,1,8,win,9 - 1,587554,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/21/2014,away,11620,94,CSU Bakersfield,9,True,4,5,-1,loss,4 - 5,587844,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/22/2014,away,11620,94,CSU Bakersfield,9,True,1,8,-7,loss,1 - 8,588078,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/23/2014,away,11620,94,CSU Bakersfield,9,True,3,2,1,win,3 - 2,588543,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
02/28/2014,home,11620,725,Army West Point,9,True,3,1,2,win,3 - 1,589125,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/01/2014,home,11620,14,UAlbany,9,True,8,2,6,win,8 - 2,589541,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/02/2014,away,11620,115,Campbell,9,True,4,5,-1,loss,4 - 5,589911,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/07/2014,home,11620,439,Monmouth,9,True,3,0,3,win,3 - 0,590429,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/08/2014,home,11620,540,Penn,9,True,4,2,2,win,4 - 2,590869,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/09/2014,away,11620,726,Navy,9,True,3,2,1,win,3 - 2,591136,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/14/2014,away,11620,288,Houston,9,True,3,6,-3,loss,3 - 6,592285,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/15/2014,away,11620,288,Houston,9,True,3,20,-17,loss,3 - 20,592605,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/16/2014,away,11620,288,Houston,9,True,6,7,-1,loss,6 - 7,593262,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/19/2014,away,11620,746,Virginia,9,True,3,5,-2,loss,3 - 5,593771,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/20/2014,home,11620,439,Monmouth,9,True,6,5,1,win,6 - 5,593964,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/21/2014,away,11620,251,Georgetown,9,True,2,6,-4,loss,2 - 6,594120,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/22/2014,away,11620,251,Georgetown,9,True,10,2,8,win,10 - 2,594448,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/23/2014,home,11620,251,Georgetown,9,True,8,4,4,win,8 - 4,595038,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
03/27/2014,home,11620,165,Coppin St.,9,True,13,1,12,win,13 - 1,595716,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/01/2014,away,11620,603,St. John's (NY),9,True,3,10,-7,loss,3 - 10,597113,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/02/2014,home,11620,178,Delaware St.,9,True,4,1,3,win,4 - 1,597313,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/04/2014,home,11620,1014,Col. of Charleston,9,True,5,14,-9,loss,5 - 14,597713,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/05/2014,home,11620,1014,Col. of Charleston,9,True,3,5,-2,loss,3 - 5,597918,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/06/2014,home,11620,1014,Col. of Charleston,9,True,6,8,-2,loss,6 - 8,598696,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/08/2014,away,11620,178,Delaware St.,9,True,3,4,-1,loss,3 - 4,599200,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/09/2014,away,11620,249,George Washington,9,True,5,3,2,win,5 - 3,599458,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/11/2014,away,11620,500,Northeastern,9,True,4,7,-3,loss,4 - 7,599898,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/12/2014,away,11620,500,Northeastern,9,True,3,1,2,win,3 - 1,600188,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/13/2014,away,11620,500,Northeastern,10,True,2,3,-1,loss,2 - 3,601024,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/16/2014,home,11620,83,Bucknell,9,True,4,2,2,win,4 - 2,601459,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/18/2014,away,11620,460,UNCW,9,True,2,11,-9,loss,2 - 11,602005,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/20/2014,away,11620,460,UNCW,9,True,8,11,-3,loss,8 - 11,603104,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/22/2014,home,11620,248,George Mason,9,True,13,9,4,win,13 - 9,603340,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/23/2014,home,11620,450,Mount St. Mary's,9,True,6,3,3,win,6 - 3,603642,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/25/2014,home,11620,317,James Madison,9,True,15,12,3,win,15 - 12,603976,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/26/2014,home,11620,317,James Madison,9,True,2,7,-5,loss,2 - 7,604300,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
04/27/2014,home,11620,317,James Madison,11,True,2,3,-1,loss,2 - 3,604968,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/02/2014,away,11620,786,William & Mary,9,True,5,12,-7,loss,5 - 12,605800,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/03/2014,away,11620,786,William & Mary,9,True,7,14,-7,loss,7 - 14,606078,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/04/2014,away,11620,786,William & Mary,9,True,7,9,-2,loss,7 - 9,606619,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/06/2014,home,11620,391,UMBC,9,True,8,13,-5,loss,8 - 13,606900,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/07/2014,home,11620,392,Maryland,9,True,3,4,-1,loss,3 - 4,607022,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/09/2014,home,11620,180,Delaware,9,True,10,14,-4,loss,10 - 14,607154,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/10/2014,home,11620,180,Delaware,9,True,7,0,7,win,7 - 0,607369,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
05/11/2014,home,11620,180,Delaware,9,True,16,8,8,win,16 - 8,607625,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428300,2014
