R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,02/09/2024,neutral,16580,1015,Christian Brothers,9,True,10,6,4,win,5067796,1328,2964605,2024,2
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,02/09/2024,away,16580,1015,Christian Brothers,9,True,8,5,3,win,5067795,1328,2964605,2024,2
1,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,02/18/2024,home,16580,799,Wis.-Parkside,8,True,8,7,1,win,4526151,1328,2964605,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2024,home,16580,799,Wis.-Parkside,9,True,1,7,-6,loss,4543602,1328,2964605,2024,2
0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,02/19/2024,home,16580,799,Wis.-Parkside,9,True,5,3,2,win,4525852,1328,2964605,2024,2
3,2,2,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,02/23/2024,home,16580,54,Bemidji St.,9,True,17,2,15,win,4526862,1328,2964605,2024,2
1,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,02/24/2024,home,16580,54,Bemidji St.,9,True,10,7,3,win,4543476,1328,2964605,2024,2
2,5,2,1,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,02/25/2024,home,16580,54,Bemidji St.,9,True,17,9,8,win,4544759,1328,2964605,2024,2
0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/27/2024,away,16580,2814,Washburn,9,True,19,29,-10,loss,4527592,1328,2964605,2024,2
1,4,3,1,0,7,1,2,0,0,0,1,0,0,0,0,1,0,0,03/08/2024,home,16580,30050,Ill. Springfield,9,True,7,8,-1,loss,4529215,1328,2964605,2024,2
1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,03/09/2024,home,16580,30050,Ill. Springfield,9,True,10,4,6,win,4529591,1328,2964605,2024,2
0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/09/2024,home,16580,30050,Ill. Springfield,9,True,2,16,-14,loss,4543186,1328,2964605,2024,2
3,3,2,0,1,4,0,2,1,1,0,0,0,0,0,0,2,0,0,03/10/2024,home,16580,30050,Ill. Springfield,9,True,16,6,10,win,4529924,1328,2964605,2024,2
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2024,home,16580,728,Upper Iowa,9,True,4,5,-1,loss,4530785,1328,2964605,2024,2
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/16/2024,home,16580,728,Upper Iowa,9,True,2,3,-1,loss,4531192,1328,2964605,2024,2
1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,03/16/2024,home,16580,728,Upper Iowa,9,True,3,9,-6,loss,4544022,1328,2964605,2024,2
0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/17/2024,home,16580,728,Upper Iowa,9,True,4,2,2,win,4531521,1328,2964605,2024,2
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,03/19/2024,away,16580,507,Northwest Mo. St.,9,True,5,7,-2,loss,4531959,1328,2964605,2024,2
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/22/2024,away,16580,561,Quincy,9,True,9,10,-1,loss,4532315,1328,2964605,2024,2
1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,03/23/2024,away,16580,561,Quincy,9,True,5,1,4,win,4532674,1328,2964605,2024,2
3,4,3,1,0,4,0,3,0,0,0,0,0,0,0,0,2,0,0,03/23/2024,away,16580,561,Quincy,9,True,11,7,4,win,4543928,1328,2964605,2024,2
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03/24/2024,away,16580,561,Quincy,9,True,2,14,-12,loss,4533032,1328,2964605,2024,2
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,03/28/2024,away,16580,309,UIndy,9,True,4,21,-17,loss,4533696,1328,2964605,2024,2
2,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/29/2024,away,16580,309,UIndy,9,True,12,4,8,win,4533956,1328,2964605,2024,2
1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,03/29/2024,away,16580,309,UIndy,9,True,5,4,1,win,4544206,1328,2964605,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2024,away,16580,309,UIndy,9,True,17,10,7,win,4534245,1328,2964605,2024,2
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,04/05/2024,home,16580,499,Truman St.,9,True,3,0,3,win,4535086,1328,2964605,2024,2
1,3,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,04/06/2024,home,16580,499,Truman St.,9,True,12,4,8,win,4535491,1328,2964605,2024,2
1,2,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,04/06/2024,home,16580,499,Truman St.,9,True,3,0,3,win,4544356,1328,2964605,2024,2
