R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02/03/2024,home,16580,0,Simpson (CA),9,True,7,5,2,win,4544751,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/13/2024,away,16580,576641,Menlo,9,True,9,18,-9,loss,4525418,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,away,16580,574339,Fresno Pacific,9,True,1,10,-9,loss,4525798,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/24/2024,home,16580,574319,Cal St. Monterey Bay,9,True,4,15,-11,loss,4543491,645,2670011,2024,2
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/01/2024,away,16580,574384,Cal St. East Bay,9,True,2,12,-10,loss,4527820,645,2670011,2024,2
0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2024,home,16580,574380,Cal Poly Pomona,9,True,2,10,-8,loss,4531211,645,2670011,2024,2
1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/16/2024,home,16580,574380,Cal Poly Pomona,9,True,7,15,-8,loss,4544041,645,2670011,2024,2
0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,03/17/2024,home,16580,574380,Cal Poly Pomona,9,True,5,3,2,win,4531546,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/19/2024,home,16580,576641,Menlo,9,True,5,10,-5,loss,4531916,645,2670011,2024,2
1,5,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,03/24/2024,away,16580,574450,San Fran. St.,9,True,9,8,1,win,5255476,645,2670011,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/25/2024,away,16580,574450,San Fran. St.,9,True,6,10,-4,loss,4542720,645,2670011,2024,2
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/28/2024,home,16580,574386,Stanislaus St.,9,True,3,13,-10,loss,5255933,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2024,away,16580,574354,Cal St. San Marcos,9,True,7,23,-16,loss,4535256,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,04/06/2024,away,16580,574354,Cal St. San Marcos,9,True,9,11,-2,loss,4535623,645,2670011,2024,2
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,04/12/2024,home,16580,574385,Cal State LA,9,True,3,0,3,win,5282244,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/14/2024,home,16580,574385,Cal State LA,9,True,2,5,-3,loss,5282600,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/14/2024,home,16580,574385,Cal State LA,9,True,7,6,1,win,5282672,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/19/2024,away,16580,574381,Cal St. Dom. Hills,9,True,3,9,-6,loss,4538277,645,2670011,2024,2
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/20/2024,away,16580,574381,Cal St. Dom. Hills,8,True,5,4,1,win,4545808,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,home,16580,574382,CSUSB,9,True,0,9,-9,loss,4539969,645,2670011,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,home,16580,574382,CSUSB,9,True,4,3,1,win,4545139,645,2670011,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2024,home,16580,574382,CSUSB,9,True,6,5,1,win,4540331,645,2670011,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05/02/2024,away,16580,574383,Chico St.,9,True,10,3,7,win,4541247,645,2670011,2024,2
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,05/03/2024,away,16580,574383,Chico St.,9,True,10,4,6,win,4546052,645,2670011,2024,2
