R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,away,15204,1314,Pittsburg St.,9,True,4,15,-11,loss,1831132,728,2354530,2020
1,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,02/21/2020,neutral,15204,499,Truman St.,9,True,6,5,1,win,1831166,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,1314,Pittsburg St.,9,True,8,13,-5,loss,1968404,728,2354530,2020
1,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,02/22/2020,neutral,15204,499,Truman St.,9,True,10,16,-6,loss,1831554,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,435,Missouri S&T,9,True,2,7,-5,loss,1832718,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,435,Missouri S&T,9,True,7,13,-6,loss,1848968,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,435,Missouri S&T,9,True,6,7,-1,loss,1833105,728,2354530,2020
1,3,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,03/01/2020,away,15204,435,Missouri S&T,9,True,5,11,-6,loss,1847823,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,neutral,15204,799,Wis.-Parkside,9,True,5,13,-8,loss,1834021,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,neutral,15204,799,Wis.-Parkside,9,True,2,5,-3,loss,1971336,728,2354530,2020
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/08/2020,neutral,15204,799,Wis.-Parkside,9,True,3,14,-11,loss,1971507,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,neutral,15204,799,Wis.-Parkside,9,True,6,10,-4,loss,1971553,728,2354530,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,neutral,15204,1328,Rockhurst,9,True,4,7,-3,loss,1835120,728,2354530,2020
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,neutral,15204,1328,Rockhurst,9,True,3,5,-2,loss,1848431,728,2354530,2020
