date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,home,12360,164,UConn,9,True,2,1,1,win,2 - 1,292476,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/20/2016,home,12360,164,UConn,9,True,6,5,1,win,6 - 5,292717,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/21/2016,home,12360,164,UConn,9,True,6,9,-3,loss,6 - 9,293177,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/23/2016,away,12360,624,Sam Houston,9,True,8,5,3,win,8 - 5,293391,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/26/2016,home,12360,402,McNeese,9,True,8,11,-3,loss,8 - 11,293571,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/27/2016,home,12360,402,McNeese,9,True,13,8,5,win,13 - 8,293814,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
02/28/2016,home,12360,402,McNeese,9,True,11,5,6,win,11 - 5,294342,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/01/2016,away,12360,288,Houston,9,True,3,2,1,win,3 - 2,294686,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/04/2016,away,12360,109,UC Irvine,9,True,3,7,-4,loss,3 - 7,295239,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/05/2016,away,12360,109,UC Irvine,9,True,12,2,10,win,12 - 2,295718,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/05/2016,away,12360,109,UC Irvine,9,True,3,8,-5,loss,3 - 8,295729,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/08/2016,away,12360,26172,A&M-Corpus Christi,9,True,6,3,3,win,6 - 3,296330,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/12/2016,home,12360,260,Gonzaga,9,True,1,3,-2,loss,1 - 3,297215,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/13/2016,home,12360,260,Gonzaga,9,True,3,12,-9,loss,3 - 12,297973,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/13/2016,home,12360,260,Gonzaga,9,True,4,12,-8,loss,4 - 12,297993,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/15/2016,home,12360,670,Texas St.,9,True,14,7,7,win,14 - 7,298171,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/18/2016,home,12360,574,Rice,9,True,4,9,-5,loss,4 - 9,298703,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/19/2016,home,12360,574,Rice,9,True,6,1,5,win,6 - 1,299046,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/20/2016,home,12360,574,Rice,9,True,0,1,-1,loss,0 - 1,299606,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
03/22/2016,away,12360,703,Texas,9,True,2,11,-9,loss,2 - 11,300053,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757563,2016
