AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,home,11320,72,Bradley,9,True,10,5,5,win,657854,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,home,11320,72,Bradley,9,True,10,1,9,win,658112,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,home,11320,72,Bradley,9,True,12,2,10,win,658434,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,away,11320,404,Memphis,10,True,3,2,1,win,658695,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,771,Western Ill.,10,True,3,2,1,win,658695,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,771,Western Ill.,9,True,1,2,-1,loss,659181,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,home,11320,771,Western Ill.,9,True,14,6,8,win,659586,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2013,away,11320,736,Vanderbilt,9,True,3,7,-4,loss,659922,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,away,11320,624,Sam Houston,9,True,5,3,2,win,660161,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,away,11320,624,Sam Houston,9,True,1,8,-7,loss,660397,30,1108310,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,away,11320,624,Sam Houston,9,True,6,11,-5,loss,660882,30,1108310,2013
