date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,home,12080,312,Iowa,9,True,5,4,1,win,5 - 4,404947,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/14/2015,home,12080,545,Pittsburgh,9,True,7,0,7,win,7 - 0,405349,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/14/2015,home,12080,248,George Mason,9,True,0,5,-5,loss,0 - 5,405348,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/15/2015,home,12080,609,Saint Louis,9,True,4,7,-3,loss,4 - 7,405519,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/19/2015,home,12080,732,Utah,9,True,3,2,1,win,3 - 2,405651,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/20/2015,home,12080,528,Oregon St.,9,True,9,10,-1,loss,9 - 10,405850,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/21/2015,home,12080,756,Washington,10,True,5,6,-1,loss,5 - 6,406123,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/22/2015,home,12080,754,Washington St.,9,True,12,3,9,win,12 - 3,406312,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
02/28/2015,away,12080,107,California,9,True,2,4,-2,loss,2 - 4,406752,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
03/01/2015,away,12080,107,California,9,True,2,6,-4,loss,2 - 6,407100,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
03/02/2015,away,12080,107,California,9,True,1,9,-8,loss,1 - 9,407236,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425512,2015
