date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,away,12360,288,Houston,9,True,1,13,-12,loss,1 - 13,292426,739,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1438981,2016
02/20/2016,away,12360,288,Houston,9,True,0,4,-4,loss,0 - 4,292676,739,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438981,2016
02/21/2016,away,12360,288,Houston,9,True,3,10,-7,loss,3 - 10,293129,739,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438981,2016
02/26/2016,home,12360,136,Chicago St.,9,True,3,4,-1,loss,3 - 4,293718,739,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
02/27/2016,home,12360,172,Dartmouth,9,True,14,1,13,win,14 - 1,294139,739,1,4,1,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,1438981,2016
02/28/2016,home,12360,67,Boston College,12,True,10,11,-1,loss,10 - 11,294522,739,3,5,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1438981,2016
02/29/2016,home,12360,305,Indiana St.,9,True,6,5,1,win,6 - 5,294658,739,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1438981,2016
03/02/2016,away,12360,234,Florida St.,14,True,10,11,-1,loss,10 - 11,294849,739,1,8,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1438981,2016
03/04/2016,away,12360,678,Stetson,9,True,1,5,-4,loss,1 - 5,295109,739,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438981,2016
03/05/2016,home,12360,129,Central Mich.,9,True,5,9,-4,loss,5 - 9,295596,739,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/06/2016,home,12360,301,Illinois,9,True,2,4,-2,loss,2 - 4,295988,739,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/08/2016,home,12360,178,Delaware St.,9,True,2,1,1,win,2 - 1,296361,739,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1438981,2016
03/09/2016,home,12360,352,Lehigh,9,True,8,6,2,win,8 - 6,296573,739,2,5,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1438981,2016
03/11/2016,away,12360,236,Fordham,9,True,11,3,8,win,11 - 3,296854,739,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/12/2016,away,12360,683,Stony Brook,9,True,3,8,-5,loss,3 - 8,297247,739,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438981,2016
03/13/2016,home,12360,617,Saint Peter's,9,True,1,5,-4,loss,1 - 5,297806,739,1,4,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1438981,2016
03/15/2016,away,12360,340,La Salle,9,True,1,3,-2,loss,1 - 3,298231,739,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1438981,2016
03/16/2016,home,12360,540,Penn,9,True,6,1,5,win,6 - 1,298425,739,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/18/2016,home,12360,617,Saint Peter's,9,True,7,3,4,win,7 - 3,298746,739,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/19/2016,home,12360,590,Sacred Heart,9,True,0,2,-2,loss,0 - 2,299459,739,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1438981,2016
03/19/2016,home,12360,590,Sacred Heart,10,True,3,2,1,win,3 - 2,299502,739,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1438981,2016
03/22/2016,away,12360,606,Saint Joseph's,9,True,3,8,-5,loss,3 - 8,300106,739,2,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1438981,2016
03/24/2016,home,12360,272,Hartford,9,True,1,11,-10,loss,1 - 11,300459,739,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1438981,2016
03/25/2016,home,12360,272,Hartford,9,True,0,8,-8,loss,0 - 8,300713,739,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/26/2016,home,12360,272,Hartford,9,True,1,2,-1,loss,1 - 2,301120,739,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
03/29/2016,away,12360,540,Penn,9,True,9,4,5,win,9 - 4,301851,739,1,4,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1438981,2016
04/01/2016,home,12360,596,St. Bonaventure,9,True,5,2,3,win,5 - 2,302364,739,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438981,2016
04/02/2016,home,12360,596,St. Bonaventure,9,True,7,3,4,win,7 - 3,302619,739,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1438981,2016
04/06/2016,away,12360,606,Saint Joseph's,9,True,0,8,-8,loss,0 - 8,303827,739,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1438981,2016
04/08/2016,home,12360,87,Butler,9,True,9,1,8,win,9 - 1,304224,739,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1438981,2016
04/08/2016,home,12360,87,Butler,9,True,6,11,-5,loss,6 - 11,304253,739,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
04/10/2016,home,12360,87,Butler,9,True,3,2,1,win,3 - 2,304875,739,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
04/15/2016,home,12360,603,St. John's (NY),9,True,7,2,5,win,7 - 2,306065,739,2,5,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1438981,2016
04/16/2016,home,12360,603,St. John's (NY),9,True,1,6,-5,loss,1 - 6,306340,739,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1438981,2016
04/17/2016,home,12360,603,St. John's (NY),9,True,2,5,-3,loss,2 - 5,307111,739,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
04/20/2016,home,12360,340,La Salle,9,True,5,2,3,win,5 - 2,307826,739,1,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1438981,2016
04/22/2016,away,12360,635,Seton Hall,11,True,3,4,-1,loss,3 - 4,308111,739,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438981,2016
04/23/2016,away,12360,635,Seton Hall,9,True,8,13,-5,loss,8 - 13,308387,739,0,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1438981,2016
04/24/2016,away,12360,635,Seton Hall,10,True,6,7,-1,loss,6 - 7,309151,739,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438981,2016
04/27/2016,away,12360,587,Rutgers,9,True,4,6,-2,loss,4 - 6,309811,739,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1438981,2016
04/29/2016,home,12360,169,Creighton,9,True,3,9,-6,loss,3 - 9,310076,739,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
04/30/2016,home,12360,169,Creighton,9,True,4,10,-6,loss,4 - 10,310810,739,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1438981,2016
04/30/2016,home,12360,169,Creighton,9,True,5,6,-1,loss,5 - 6,310887,739,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1438981,2016
05/07/2016,home,12360,477,New York Tech,11,True,6,5,1,win,6 - 5,311952,739,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1438981,2016
05/08/2016,home,12360,477,New York Tech,9,True,8,2,6,win,8 - 2,312407,739,0,4,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1438981,2016
05/10/2016,home,12360,361,LIU,9,True,4,3,1,win,4 - 3,312697,739,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438981,2016
05/13/2016,away,12360,251,Georgetown,9,True,6,1,5,win,6 - 1,312921,739,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1438981,2016
05/14/2016,away,12360,251,Georgetown,9,True,8,10,-2,loss,8 - 10,313143,739,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1438981,2016
05/15/2016,away,12360,251,Georgetown,9,True,10,5,5,win,10 - 5,313371,739,2,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1438981,2016
05/19/2016,away,12360,812,Xavier,9,True,0,1,-1,loss,0 - 1,313637,739,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438981,2016
05/20/2016,away,12360,812,Xavier,9,True,10,15,-5,loss,10 - 15,313820,739,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438981,2016
05/21/2016,away,12360,812,Xavier,9,True,0,9,-9,loss,0 - 9,314018,739,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1438981,2016
