date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,769,Western Caro.,9,True,6,17,-11,loss,6 - 17,404802,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/14/2015,away,12080,769,Western Caro.,9,True,4,15,-11,loss,4 - 15,405204,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/14/2015,away,12080,769,Western Caro.,9,True,9,5,4,win,9 - 5,405241,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/20/2015,away,12080,26172,A&M-Corpus Christi,9,True,2,6,-4,loss,2 - 6,405704,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/21/2015,home,12080,624,Sam Houston,9,True,9,7,2,win,9 - 7,406106,559,0,4,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1646360,2015
02/21/2015,home,12080,624,Sam Houston,12,True,4,3,1,win,4 - 3,406170,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/22/2015,home,12080,434,Missouri,9,True,0,1,-1,loss,0 - 1,406300,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/26/2015,home,12080,260,Gonzaga,9,True,5,3,2,win,5 - 3,406495,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/26/2015,home,12080,260,Gonzaga,9,True,2,12,-10,loss,2 - 12,406498,559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646360,2015
02/27/2015,away,12080,28,Arizona St.,9,True,5,15,-10,loss,5 - 15,406548,559,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646360,2015
