R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2024,neutral,16580,574519,Rhode Island Col.,9,True,3,8,-5,loss,4529436,987,2804757,2024,3
2,3,3,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,03/09/2024,neutral,16580,574738,Baruch,9,True,11,6,5,win,5249304,987,2804757,2024,3
1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/09/2024,neutral,16580,574542,Scranton,9,True,1,5,-4,loss,5249305,987,2804757,2024,3
3,4,2,0,0,8,2,5,2,0,0,0,1,0,0,0,0,0,0,03/12/2024,away,16580,574723,Albion,9,True,22,16,6,win,4530510,987,2804757,2024,3
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/16/2024,neutral,16580,574669,Chatham,9,True,7,9,-2,loss,4531436,987,2804757,2024,3
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/19/2024,home,16580,574507,Otterbein,9,True,11,29,-18,loss,4532008,987,2804757,2024,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/27/2024,home,16580,574735,Baldwin Wallace,9,True,7,15,-8,loss,4533481,987,2804757,2024,3
1,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,03/29/2024,home,16580,574613,Defiance,9,True,10,4,6,win,4534010,987,2804757,2024,3
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/29/2024,home,16580,574613,Defiance,9,True,12,2,10,win,4544486,987,2804757,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/13/2024,away,16580,574692,Transylvania,9,True,3,12,-9,loss,4537311,987,2804757,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/27/2024,home,16580,574604,Anderson (IN),9,True,5,12,-7,loss,4545853,987,2804757,2024,3
