date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/17/2017,away,12560,255,Georgia Tech,9,True,3,5,-2,loss,3 - 5,205838,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/18/2017,away,12560,1157,Kennesaw St.,9,True,13,4,9,win,13 - 4,206025,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/20/2017,away,12560,254,Georgia St.,10,True,2,3,-1,loss,2 - 3,206693,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/23/2017,home,12560,502,Northern Colo.,9,True,6,0,6,win,6 - 0,206877,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/23/2017,away,12560,630,San Jose St.,13,True,2,3,-1,loss,2 - 3,206883,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/24/2017,home,12560,502,Northern Colo.,10,True,10,9,1,win,10 - 9,207126,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
02/25/2017,away,12560,630,San Jose St.,9,True,2,4,-2,loss,2 - 4,207584,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/02/2017,away,12560,94,CSU Bakersfield,9,True,4,5,-1,loss,4 - 5,208187,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/03/2017,away,12560,94,CSU Bakersfield,9,True,10,2,8,win,10 - 2,208266,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/04/2017,away,12560,94,CSU Bakersfield,9,True,5,7,-2,loss,5 - 7,208524,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/09/2017,home,12560,104,UC Santa Barbara,9,True,8,10,-2,loss,8 - 10,209962,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/10/2017,home,12560,104,UC Santa Barbara,9,True,7,6,1,win,7 - 6,210231,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/10/2017,home,12560,104,UC Santa Barbara,9,True,17,3,14,win,17 - 3,210253,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/11/2017,home,12560,104,UC Santa Barbara,9,True,14,8,6,win,14 - 8,210531,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/14/2017,home,12560,472,New Mexico St.,9,True,6,8,-2,loss,6 - 8,211346,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/16/2017,home,12560,164,UConn,9,True,7,6,1,win,7 - 6,211617,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/17/2017,home,12560,164,UConn,9,True,7,8,-1,loss,7 - 8,211839,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/18/2017,home,12560,164,UConn,9,True,10,9,1,win,10 - 9,212141,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/23/2017,away,12560,370,LMU (CA),9,True,5,3,2,win,5 - 3,213321,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
03/24/2017,away,12560,370,LMU (CA),9,True,5,9,-4,loss,5 - 9,213458,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640372,2017
