date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/14/2014,home,11620,505,Northern Ky.,9,True,7,0,7,win,7 - 0,586888,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/15/2014,home,11620,505,Northern Ky.,9,True,6,2,4,win,6 - 2,587116,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/15/2014,home,11620,505,Northern Ky.,9,True,5,6,-1,loss,5 - 6,587179,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/16/2014,home,11620,505,Northern Ky.,9,True,14,4,10,win,14 - 4,587326,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/21/2014,home,11620,129,Central Mich.,9,True,1,4,-3,loss,1 - 4,587776,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/22/2014,home,11620,129,Central Mich.,9,True,2,3,-1,loss,2 - 3,588145,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/22/2014,home,11620,129,Central Mich.,9,True,5,4,1,win,5 - 4,588246,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/23/2014,home,11620,129,Central Mich.,9,True,3,2,1,win,3 - 2,588473,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/25/2014,away,11620,228,Florida A&M,9,True,7,6,1,win,7 - 6,588810,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
02/28/2014,away,11620,664,Southern Miss.,9,True,1,3,-2,loss,1 - 3,589030,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/01/2014,away,11620,664,Southern Miss.,9,True,5,0,5,win,5 - 0,589230,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/02/2014,away,11620,664,Southern Miss.,9,True,6,7,-1,loss,6 - 7,589745,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/04/2014,home,11620,625,Samford,9,True,9,11,-2,loss,9 - 11,590006,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/07/2014,home,11620,474,New Orleans,13,True,3,5,-2,loss,3 - 5,590317,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/08/2014,home,11620,474,New Orleans,9,True,3,1,2,win,3 - 1,590585,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/09/2014,home,11620,474,New Orleans,9,True,3,2,1,win,3 - 2,591111,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/11/2014,away,11620,7,Alabama St.,9,True,8,5,3,win,8 - 5,591709,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
03/14/2014,away,11620,646,South Alabama,9,True,5,0,5,win,5 - 0,592286,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547368,2014
