R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020,away,15204,30192,Southern Wesleyan,9,True,10,9,1,win,1829837,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,985,Bluefield St.,9,True,2,5,-3,loss,1965142,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,985,Bluefield St.,9,True,4,6,-2,loss,1966372,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2020,neutral,15204,757,Wayne St. (MI),9,True,3,8,-5,loss,1965448,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2020,neutral,15204,757,Wayne St. (MI),9,True,1,16,-15,loss,1965428,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,away,15204,309,UIndy,9,True,6,7,-1,loss,1831190,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,309,UIndy,9,True,9,22,-13,loss,1831488,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,309,UIndy,9,True,5,13,-8,loss,1831864,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,2746,Lake Erie,9,True,4,7,-3,loss,1834245,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,2746,Lake Erie,9,True,7,6,1,win,1847735,30126,2137507,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,1079,Findlay,10,True,3,2,1,win,1834900,30126,2137507,2020
