AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,255,Georgia Tech,9,True,0,3,-3,loss,657848,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,away,11320,255,Georgia Tech,9,True,3,10,-7,loss,658103,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,255,Georgia Tech,9,True,3,5,-2,loss,658427,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2013,away,11320,367,Louisville,9,True,0,7,-7,loss,658902,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,away,11320,367,Louisville,9,True,0,8,-8,loss,659083,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,away,11320,367,Louisville,9,True,1,2,-1,loss,659466,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,away,11320,334,Kentucky,9,True,2,21,-19,loss,660157,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,away,11320,334,Kentucky,9,True,0,7,-7,loss,660393,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,away,11320,334,Kentucky,9,True,2,9,-7,loss,660877,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2013,away,11320,10411,USC Upstate,9,True,2,11,-9,loss,661844,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,away,11320,10411,USC Upstate,9,True,2,8,-6,loss,662138,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2013,away,11320,10411,USC Upstate,9,True,6,4,2,win,662694,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,away,11320,141,The Citadel,9,True,1,7,-6,loss,663161,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2013,away,11320,141,The Citadel,9,True,3,9,-6,loss,663387,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2013,neutral,11320,562,Quinnipiac,9,True,1,4,-3,loss,664062,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,neutral,11320,562,Quinnipiac,9,True,9,4,5,win,664638,5,1436921,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2013,away,11320,149,Coastal Carolina,9,True,3,7,-4,loss,664707,5,1436921,2013
