date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/17/2017,home,12560,17,Alcorn,9,True,4,1,3,win,4 - 1,205960,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
02/18/2017,home,12560,665,Southern U.,9,True,11,5,6,win,11 - 5,206272,261,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1774798,2017
02/19/2017,home,12560,302,UIC,9,True,3,9,-6,loss,3 - 9,206600,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
02/21/2017,away,12560,522,Oklahoma,9,True,2,11,-9,loss,2 - 11,206742,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
02/22/2017,away,12560,522,Oklahoma,9,True,2,10,-8,loss,2 - 10,206814,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
02/24/2017,home,12560,748,Wagner,9,True,3,19,-16,loss,3 - 19,207129,261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
02/25/2017,home,12560,283,Hofstra,9,True,8,7,1,win,8 - 7,207550,261,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1774798,2017
02/26/2017,home,12560,361,LIU,9,True,3,7,-4,loss,3 - 7,207875,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
03/03/2017,away,12560,2678,Ark.-Pine Bluff,9,True,4,3,1,win,4 - 3,208472,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
03/04/2017,away,12560,2678,Ark.-Pine Bluff,9,True,1,15,-14,loss,1 - 15,208903,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774798,2017
