R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/24/2024,away,16580,32,Little Rock,9,True,14,5,9,win,4526830,299,2677944,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2024,away,16580,2678,Ark.-Pine Bluff,9,True,13,3,10,win,4528442,299,2677944,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/09/2024,away,16580,736,Vanderbilt,9,True,2,7,-5,loss,4529526,299,2677944,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2024,away,16580,695,UT Martin,11,True,5,6,-1,loss,4531143,299,2677944,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2024,home,16580,660,SIUE,9,True,14,3,11,win,4531838,299,2677944,2024,1
1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,03/23/2024,home,16580,72,Bradley,9,True,6,12,-6,loss,4532535,299,2677944,2024,1
0,3,1,1,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,03/24/2024,home,16580,72,Bradley,9,True,12,3,9,win,4532975,299,2677944,2024,1
2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,03/29/2024,away,16580,669,Missouri St.,9,True,12,11,1,win,4534155,299,2677944,2024,1
1,4,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,03/30/2024,away,16580,669,Missouri St.,9,True,8,5,3,win,4534555,299,2677944,2024,1
0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/31/2024,away,16580,669,Missouri St.,9,True,11,2,9,win,4534606,299,2677944,2024,1
