date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,away,12360,508,Northwestern St.,11,True,0,1,-1,loss,0 - 1,292524,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
02/20/2016,away,12360,508,Northwestern St.,9,True,2,4,-2,loss,2 - 4,292743,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1661680,2016
02/21/2016,away,12360,508,Northwestern St.,9,True,4,8,-4,loss,4 - 8,293219,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
02/24/2016,away,12360,646,South Alabama,10,True,3,4,-1,loss,3 - 4,293460,7,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1661680,2016
02/26/2016,home,12360,792,Winthrop,9,True,5,4,1,win,5 - 4,293651,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
02/27/2016,home,12360,792,Winthrop,9,True,9,10,-1,loss,9 - 10,293874,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
02/28/2016,home,12360,792,Winthrop,9,True,11,10,1,win,11 - 10,294429,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
03/02/2016,away,12360,315,Jacksonville St.,9,True,8,5,3,win,8 - 5,294822,7,0,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1661680,2016
03/04/2016,home,12360,314,Jackson St.,9,True,7,2,5,win,7 - 2,295124,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
03/05/2016,home,12360,314,Jackson St.,9,True,6,1,5,win,6 - 1,295336,7,1,4,1,0,0,4,1,2,0,0,0,0,2,0,0,0,0,0,1661680,2016
03/06/2016,home,12360,314,Jackson St.,9,True,4,3,1,win,4 - 3,295920,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
03/08/2016,home,12360,71,Bowling Green,9,True,4,7,-3,loss,4 - 7,296426,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
03/09/2016,home,12360,71,Bowling Green,9,True,11,3,8,win,11 - 3,296623,7,1,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1661680,2016
03/11/2016,home,12360,505,Northern Ky.,9,True,9,3,6,win,9 - 3,296937,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661680,2016
03/12/2016,home,12360,505,Northern Ky.,9,True,11,1,10,win,11 - 1,297640,7,1,5,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1661680,2016
03/12/2016,home,12360,505,Northern Ky.,9,True,7,6,1,win,7 - 6,297655,7,1,3,2,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1661680,2016
