date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,home,15860,30095,Dixie St.,9,True,3,1,2,win,3 - 1,5208178,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/19/2022,home,15860,30095,Dixie St.,10,True,6,7,-1,loss,6 - 7,5210461,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/20/2022,home,15860,30095,Dixie St.,9,True,17,8,9,win,17 - 8,5211394,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/22/2022,home,15860,466,Nevada,9,True,3,1,2,win,3 - 1,5213027,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/24/2022,home,15860,77,BYU,9,True,2,4,-2,loss,2 - 4,5214616,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/25/2022,home,15860,77,BYU,9,True,5,6,-1,loss,5 - 6,5215694,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
02/26/2022,home,15860,77,BYU,9,True,3,19,-16,loss,3 - 19,5217042,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/01/2022,home,15860,521,Oklahoma St.,9,True,5,7,-2,loss,5 - 7,5220468,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/02/2022,home,15860,521,Oklahoma St.,9,True,6,11,-5,loss,6 - 11,5221971,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/04/2022,away,15860,626,San Diego St.,9,True,13,5,8,win,13 - 5,5223442,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/05/2022,away,15860,626,San Diego St.,9,True,6,4,2,win,6 - 4,5225693,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/06/2022,away,15860,626,San Diego St.,9,True,3,4,-1,loss,3 - 4,5226575,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/08/2022,away,15860,109,UC Irvine,9,True,3,4,-1,loss,3 - 4,5228865,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/09/2022,away,15860,109,UC Irvine,12,True,2,3,-1,loss,2 - 3,5229762,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/11/2022,home,15860,629,San Francisco,9,True,8,5,3,win,8 - 5,5231840,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/12/2022,home,15860,629,San Francisco,9,True,4,2,2,win,4 - 2,5232799,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/13/2022,home,15860,629,San Francisco,9,True,17,10,7,win,17 - 10,5237189,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/13/2022,home,15860,434,Missouri,9,True,4,6,-2,loss,4 - 6,5233913,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/18/2022,away,15860,528,Oregon St.,9,True,0,21,-21,loss,0 - 21,5238705,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/19/2022,away,15860,528,Oregon St.,9,True,2,12,-10,loss,2 - 12,5239969,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/20/2022,away,15860,528,Oregon St.,9,True,3,1,2,win,3 - 1,5241226,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/22/2022,home,15860,1104,Grand Canyon,9,True,5,7,-2,loss,5 - 7,5243234,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/25/2022,home,15860,756,Washington,9,True,12,5,7,win,12 - 5,5245694,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/26/2022,home,15860,756,Washington,9,True,5,3,2,win,5 - 3,5247214,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/27/2022,home,15860,756,Washington,11,True,4,6,-2,loss,4 - 6,5248308,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
03/29/2022,home,15860,465,UNLV,9,True,10,11,-1,loss,10 - 11,5252815,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/01/2022,home,15860,107,California,9,True,8,3,5,win,8 - 3,5252002,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/02/2022,home,15860,107,California,9,True,7,14,-7,loss,7 - 14,5254065,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/03/2022,home,15860,107,California,9,True,16,9,7,win,16 - 9,5255083,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/05/2022,home,15860,29,Arizona,9,True,10,6,4,win,10 - 6,5256592,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/08/2022,away,15860,674,Stanford,9,True,0,8,-8,loss,0 - 8,5258636,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/09/2022,away,15860,674,Stanford,9,True,6,10,-4,loss,6 - 10,5260187,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/10/2022,away,15860,674,Stanford,9,True,10,16,-6,loss,10 - 16,5261506,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/11/2022,away,15860,631,Santa Clara,9,True,21,1,20,win,21 - 1,5289945,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/14/2022,home,15860,657,Southern California,9,True,14,12,2,win,14 - 12,5264736,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/15/2022,home,15860,657,Southern California,9,True,8,2,6,win,8 - 2,5266097,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/16/2022,home,15860,657,Southern California,9,True,9,8,1,win,9 - 8,5267518,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/19/2022,home,15860,101,CSUN,9,True,6,1,5,win,6 - 1,5269237,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/22/2022,away,15860,29,Arizona,10,True,6,7,-1,loss,6 - 7,5271594,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/23/2022,away,15860,29,Arizona,9,True,8,5,3,win,8 - 5,5273666,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/24/2022,away,15860,29,Arizona,9,True,4,14,-10,loss,4 - 14,5274739,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/26/2022,home,15860,465,UNLV,9,True,1,9,-8,loss,1 - 9,5276105,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/29/2022,away,15860,110,UCLA,9,True,2,19,-17,loss,2 - 19,5278782,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
04/30/2022,away,15860,110,UCLA,9,True,5,7,-2,loss,5 - 7,5280232,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
05/01/2022,away,15860,110,UCLA,9,True,5,16,-11,loss,5 - 16,5281269,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
05/06/2022,home,15860,732,Utah,9,True,19,7,12,win,19 - 7,5283928,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493691,2022
