date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
03/05/2021,away,15580,428,Minnesota,9,True,5,2,3,win,5 - 2,5015760,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/05/2021,home,15580,587,Rutgers,9,True,1,2,-1,loss,1 - 2,5019096,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/06/2021,home,15580,587,Rutgers,9,True,4,2,2,win,4 - 2,5017333,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/07/2021,away,15580,428,Minnesota,9,True,8,1,7,win,8 - 1,5018699,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/13/2021,home,15580,539,Penn St.,9,True,7,2,5,win,7 - 2,5024465,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/13/2021,home,15580,539,Penn St.,9,True,8,0,8,win,8 - 0,5024471,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/14/2021,home,15580,539,Penn St.,9,True,6,5,1,win,6 - 5,5025178,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/14/2021,home,15580,539,Penn St.,9,True,2,1,1,win,2 - 1,5025639,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/19/2021,home,15580,559,Purdue,9,True,2,1,1,win,2 - 1,5029631,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/20/2021,home,15580,559,Purdue,9,True,5,8,-3,loss,5 - 8,5031316,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/21/2021,home,15580,559,Purdue,9,True,9,4,5,win,9 - 4,5032757,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/26/2021,away,15580,416,Michigan St.,9,True,8,2,6,win,8 - 2,5037150,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/27/2021,away,15580,416,Michigan St.,9,True,10,4,6,win,10 - 4,5038645,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
03/28/2021,away,15580,416,Michigan St.,9,True,1,5,-4,loss,1 - 5,5040309,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/02/2021,away,15580,518,Ohio St.,9,True,2,3,-1,loss,2 - 3,5044743,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/03/2021,away,15580,518,Ohio St.,9,True,0,6,-6,loss,0 - 6,5046697,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/03/2021,away,15580,518,Ohio St.,9,True,2,5,-3,loss,2 - 5,5046699,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/04/2021,away,15580,518,Ohio St.,9,True,3,4,-1,loss,3 - 4,5049786,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/09/2021,home,15580,301,Illinois,9,True,6,4,2,win,6 - 4,5051157,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/10/2021,home,15580,301,Illinois,9,True,8,0,8,win,8 - 0,5052970,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/16/2021,away,15580,509,Northwestern,9,True,5,4,1,win,5 - 4,5057516,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/17/2021,away,15580,509,Northwestern,9,True,5,8,-3,loss,5 - 8,5060242,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/18/2021,away,15580,509,Northwestern,9,True,4,0,4,win,4 - 0,5060135,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/23/2021,home,15580,428,Minnesota,9,True,9,3,6,win,9 - 3,5064200,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/23/2021,home,15580,428,Minnesota,9,True,7,1,6,win,7 - 1,5064207,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/25/2021,home,15580,428,Minnesota,9,True,23,1,22,win,23 - 1,5066389,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
04/30/2021,home,15580,312,Iowa,9,True,5,6,-1,loss,5 - 6,5069911,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/01/2021,home,15580,312,Iowa,9,True,12,6,6,win,12 - 6,5070958,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/02/2021,home,15580,312,Iowa,9,True,12,8,4,win,12 - 8,5072006,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/07/2021,away,15580,587,Rutgers,9,True,8,3,5,win,8 - 3,5074843,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/08/2021,home,15580,463,Nebraska,9,True,6,7,-1,loss,6 - 7,5075890,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/08/2021,away,15580,587,Rutgers,11,True,5,3,2,win,5 - 3,5075215,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/09/2021,home,15580,463,Nebraska,9,True,4,2,2,win,4 - 2,5076157,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/14/2021,away,15580,418,Michigan,9,True,3,10,-7,loss,3 - 10,5078413,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/15/2021,away,15580,418,Michigan,9,True,13,8,5,win,13 - 8,5078753,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/16/2021,away,15580,418,Michigan,9,True,1,6,-5,loss,1 - 6,5079145,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/18/2021,home,15580,301,Illinois,10,True,2,3,-1,loss,2 - 3,5079572,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/21/2021,home,15580,463,Nebraska,9,True,5,8,-3,loss,5 - 8,5080782,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/22/2021,home,15580,463,Nebraska,9,True,1,3,-2,loss,1 - 3,5081197,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/23/2021,home,15580,518,Ohio St.,9,True,1,3,-2,loss,1 - 3,5081423,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/24/2021,home,15580,518,Ohio St.,9,True,2,0,2,win,2 - 0,5081568,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/29/2021,away,15580,392,Maryland,10,True,3,4,-1,loss,3 - 4,5082362,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/29/2021,away,15580,392,Maryland,9,True,2,5,-3,loss,2 - 5,5082364,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
05/30/2021,away,15580,392,Maryland,9,True,7,3,4,win,7 - 3,5082525,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334970,2021
