date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/14/2020,home,15204,742,Virginia Tech,9,True,7,5,2,win,7 - 5,4925736,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/15/2020,away,15204,149,Coastal Carolina,9,True,3,1,2,win,3 - 1,4929925,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/16/2020,home,15204,459,UNC Greensboro,9,True,4,11,-7,loss,4 - 11,4930550,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/18/2020,home,15204,97,Cal St. Fullerton,9,True,8,4,4,win,8 - 4,4932073,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/21/2020,home,15204,312,Iowa,9,True,4,1,3,win,4 - 1,4934433,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/22/2020,home,15204,463,Nebraska,9,True,4,2,2,win,4 - 2,4936746,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/23/2020,home,15204,657,Southern California,9,True,5,11,-6,loss,5 - 11,4938165,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/25/2020,away,15204,109,UC Irvine,9,True,2,1,1,win,2 - 1,4939827,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/27/2020,home,15204,528,Oregon St.,9,True,1,13,-12,loss,1 - 13,4942676,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/28/2020,home,15204,528,Oregon St.,9,True,1,4,-3,loss,1 - 4,4942674,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
02/29/2020,home,15204,528,Oregon St.,9,True,6,0,6,win,6 - 0,4944850,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
03/01/2020,home,15204,528,Oregon St.,9,True,12,11,1,win,12 - 11,4946367,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
03/03/2020,home,15204,99,Long Beach St.,9,True,7,2,5,win,7 - 2,4948304,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
03/06/2020,away,15204,522,Oklahoma,9,True,5,4,1,win,5 - 4,4951272,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
03/07/2020,away,15204,522,Oklahoma,9,True,4,8,-4,loss,4 - 8,4952900,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
03/08/2020,away,15204,522,Oklahoma,10,True,8,9,-1,loss,8 - 9,4954729,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982511,2020
