date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,home,15860,5,Akron,9,True,9,4,5,win,9 - 4,5208312,28600,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2678938,2022
02/19/2022,home,15860,5,Akron,9,True,12,4,8,win,12 - 4,5215654,28600,1,5,3,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,2678938,2022
02/20/2022,home,15860,5,Akron,9,True,5,6,-1,loss,5 - 6,5211479,28600,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2678938,2022
02/25/2022,home,15860,72,Bradley,9,True,14,0,14,win,14 - 0,5229170,28600,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2678938,2022
02/26/2022,home,15860,545,Pittsburgh,9,True,0,16,-16,loss,0 - 16,5217064,28600,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2678938,2022
02/27/2022,home,15860,545,Pittsburgh,9,True,5,6,-1,loss,5 - 6,5218862,28600,0,4,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,2678938,2022
03/01/2022,away,15860,419,Middle Tenn.,9,True,3,0,3,win,3 - 0,5220225,28600,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2678938,2022
03/02/2022,home,15860,14927,Belmont,9,True,1,5,-4,loss,1 - 5,5222080,28600,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2678938,2022
03/04/2022,home,15860,503,NIU,9,True,8,7,1,win,8 - 7,5225070,28600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2678938,2022
03/05/2022,home,15860,503,NIU,9,True,8,7,1,win,8 - 7,5229131,28600,1,4,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2678938,2022
03/06/2022,home,15860,503,NIU,9,True,15,3,12,win,15 - 3,5226431,28600,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2678938,2022
03/08/2022,away,15860,43,Austin Peay,9,True,10,6,4,win,10 - 6,5228680,28600,1,3,3,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,0,2678938,2022
03/09/2022,home,15860,43,Austin Peay,9,True,5,3,2,win,5 - 3,5230001,28600,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2678938,2022
03/11/2022,away,15860,257,Georgia,9,True,3,8,-5,loss,3 - 8,5231116,28600,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2678938,2022
03/13/2022,away,15860,257,Georgia,9,True,2,9,-7,loss,2 - 9,5233235,28600,1,4,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,2678938,2022
03/13/2022,away,15860,257,Georgia,9,True,5,9,-4,loss,5 - 9,5233743,28600,1,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2678938,2022
03/15/2022,away,15860,692,Tennessee Tech,9,True,21,7,14,win,21 - 7,5256852,28600,2,2,1,1,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,2678938,2022
03/18/2022,home,15860,315,Jacksonville St.,9,True,1,10,-9,loss,1 - 10,5238178,28600,0,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2678938,2022
03/19/2022,home,15860,315,Jacksonville St.,9,True,4,6,-2,loss,4 - 6,5240514,28600,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2678938,2022
