date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/14/2014,home,11620,96,Fresno St.,10,True,0,2,-2,loss,0 - 2,586857,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/15/2014,home,11620,96,Fresno St.,13,True,7,8,-1,loss,7 - 8,587000,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/16/2014,home,11620,96,Fresno St.,9,True,1,0,1,win,1 - 0,587285,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/19/2014,home,11620,94,CSU Bakersfield,9,True,3,2,1,win,3 - 2,587661,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/21/2014,home,11620,810,Wright St.,9,True,1,3,-2,loss,1 - 3,587855,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/22/2014,home,11620,28,Arizona St.,9,True,5,2,3,win,5 - 2,588002,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/23/2014,home,11620,99,Long Beach St.,9,True,7,2,5,win,7 - 2,588465,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/25/2014,home,11620,370,LMU (CA),11,True,3,2,1,win,3 - 2,588784,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/28/2014,away,11620,551,Portland,9,True,5,1,4,win,5 - 1,589094,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
02/28/2014,away,11620,551,Portland,9,True,6,2,4,win,6 - 2,589116,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
03/01/2014,away,11620,551,Portland,9,True,5,3,2,win,5 - 3,589186,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527008,2014
