R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2017,away,12560,2696,Hawaii Pacific,9,True,1,7,-6,loss,205924,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2017,away,12560,2696,Hawaii Pacific,9,True,3,1,2,win,205933,28594,1777805,2017
2,6,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,02/18/2017,away,12560,2696,Hawaii Pacific,9,True,9,15,-6,loss,206172,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2017,away,12560,2696,Hawaii Pacific,9,True,1,6,-5,loss,206243,28594,1777805,2017
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2017,away,12560,2696,Hawaii Pacific,9,True,0,12,-12,loss,206623,28594,1777805,2017
1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,02/25/2017,home,12560,349,Le Moyne,9,True,1,0,1,win,207492,28594,1777805,2017
1,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,02/25/2017,home,12560,349,Le Moyne,9,True,5,6,-1,loss,207603,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,349,Le Moyne,9,True,1,12,-11,loss,207897,28594,1777805,2017
0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,03/08/2017,away,12560,407,Mercy,9,True,3,6,-3,loss,209927,28594,1777805,2017
1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,03/08/2017,away,12560,407,Mercy,9,True,6,4,2,win,209934,28594,1777805,2017
1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,03/19/2017,away,12560,8366,Goldey-Beacom,9,True,14,6,8,win,212665,28594,1777805,2017
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,03/19/2017,away,12560,8366,Goldey-Beacom,9,True,13,4,9,win,212689,28594,1777805,2017
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/21/2017,home,12560,984,Bloomfield,9,True,3,4,-1,loss,213096,28594,1777805,2017
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,03/21/2017,home,12560,984,Bloomfield,9,True,0,3,-3,loss,213110,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2017,away,12560,543,Jefferson,9,True,2,12,-10,loss,213567,28594,1777805,2017
0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,03/24/2017,away,12560,543,Jefferson,9,True,4,8,-4,loss,213592,28594,1777805,2017
1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,03/25/2017,home,12560,8956,Dominican (NY),10,True,4,3,1,win,213987,28594,1777805,2017
0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,03/25/2017,home,12560,8956,Dominican (NY),9,True,0,9,-9,loss,214137,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2017,away,12560,23157,Felician,9,True,1,22,-21,loss,215136,28594,1777805,2017
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,03/29/2017,away,12560,23157,Felician,9,True,2,9,-7,loss,215141,28594,1777805,2017
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/01/2017,away,12560,1277,Alliance,9,True,0,3,-3,loss,215701,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2017,away,12560,1277,Alliance,9,True,2,3,-1,loss,215855,28594,1777805,2017
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04/03/2017,home,12560,21323,Chestnut Hill,10,True,1,3,-2,loss,216539,28594,1777805,2017
2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04/03/2017,home,12560,21323,Chestnut Hill,9,True,8,7,1,win,216558,28594,1777805,2017
1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,04/05/2017,away,12560,1460,Wilmington (DE),9,True,7,4,3,win,216934,28594,1777805,2017
0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,04/05/2017,away,12560,1460,Wilmington (DE),9,True,1,3,-2,loss,216959,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2017,home,12560,995,Caldwell,9,True,6,13,-7,loss,217612,28594,1777805,2017
0,1,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,04/08/2017,home,12560,995,Caldwell,9,True,1,0,1,win,217815,28594,1777805,2017
0,5,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,04/11/2017,home,12560,423,Millersville,9,True,6,8,-2,loss,218767,28594,1777805,2017
1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,04/11/2017,home,12560,423,Millersville,9,True,3,13,-10,loss,218792,28594,1777805,2017
2,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,04/12/2017,home,12560,8366,Goldey-Beacom,9,True,7,5,2,win,218975,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2017,home,12560,8366,Goldey-Beacom,9,True,6,1,5,win,218998,28594,1777805,2017
1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,04/18/2017,neutral,12560,765,West Chester,9,True,5,8,-3,loss,220799,28594,1777805,2017
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,04/23/2017,away,12560,1318,Post,9,True,1,3,-2,loss,222436,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2017,away,12560,1318,Post,9,True,0,1,-1,loss,222468,28594,1777805,2017
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,04/24/2017,home,12560,197,East Stroudsburg,9,True,5,15,-10,loss,222552,28594,1777805,2017
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2017,home,12560,1460,Wilmington (DE),9,True,9,4,5,win,223263,28594,1777805,2017
1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,04/28/2017,home,12560,1460,Wilmington (DE),9,True,5,4,1,win,223318,28594,1777805,2017
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,162,Concordia (NY),9,True,3,6,-3,loss,224003,28594,1777805,2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,162,Concordia (NY),9,True,5,6,-1,loss,224018,28594,1777805,2017
