date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/16/2018,home,12973,386,Marist,9,True,13,4,9,win,13 - 4,85292,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/17/2018,home,12973,386,Marist,9,True,5,4,1,win,5 - 4,85500,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/18/2018,home,12973,386,Marist,10,True,7,6,1,win,7 - 6,85836,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/20/2018,away,12973,147,Clemson,9,True,4,12,-8,loss,4 - 12,86073,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/23/2018,away,12973,490,NC State,9,True,0,10,-10,loss,0 - 10,86261,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/24/2018,away,12973,490,NC State,9,True,2,9,-7,loss,2 - 9,86521,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/25/2018,away,12973,490,NC State,9,True,0,9,-9,loss,0 - 9,86918,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
02/27/2018,away,12973,648,South Carolina,9,True,6,4,2,win,6 - 4,87310,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/02/2018,home,12973,127,Central Conn. St.,9,True,12,8,4,win,12 - 8,87660,244,1,2,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/03/2018,home,12973,127,Central Conn. St.,9,True,2,10,-8,loss,2 - 10,87868,244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1774259,2018
03/04/2018,home,12973,127,Central Conn. St.,9,True,9,1,8,win,9 - 1,88403,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/06/2018,home,12973,540,Penn,9,True,12,4,8,win,12 - 4,88923,244,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1774259,2018
03/07/2018,home,12973,540,Penn,9,True,4,1,3,win,4 - 1,89118,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/09/2018,home,12973,416,Michigan St.,9,True,3,2,1,win,3 - 2,89552,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/10/2018,home,12973,301,Illinois,9,True,5,14,-9,loss,5 - 14,89809,244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1774259,2018
03/13/2018,away,12973,792,Winthrop,9,True,8,3,5,win,8 - 3,90772,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/15/2018,home,12973,275,Harvard,9,True,16,3,13,win,16 - 3,91051,244,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1774259,2018
03/16/2018,home,12973,275,Harvard,9,True,2,6,-4,loss,2 - 6,91464,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/16/2018,home,12973,275,Harvard,9,True,7,6,1,win,7 - 6,91476,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/17/2018,home,12973,275,Harvard,9,True,8,6,2,win,8 - 6,91911,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/21/2018,home,12973,1014,Col. of Charleston,9,True,6,15,-9,loss,6 - 15,92686,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/23/2018,away,12973,782,Wichita St.,9,True,1,11,-10,loss,1 - 11,92908,244,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1774259,2018
03/24/2018,away,12973,782,Wichita St.,9,True,3,14,-11,loss,3 - 14,93211,244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1774259,2018
03/25/2018,away,12973,782,Wichita St.,9,True,1,3,-2,loss,1 - 3,93654,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/27/2018,home,12973,147,Clemson,9,True,5,10,-5,loss,5 - 10,94138,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/29/2018,home,12973,625,Samford,9,True,3,4,-1,loss,3 - 4,94491,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/30/2018,home,12973,625,Samford,9,True,2,4,-2,loss,2 - 4,94710,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
03/31/2018,home,12973,625,Samford,9,True,0,10,-10,loss,0 - 10,95179,244,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1774259,2018
04/04/2018,home,12973,254,Georgia St.,9,True,13,12,1,win,13 - 12,95971,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/06/2018,away,12973,406,Mercer,9,True,12,9,3,win,12 - 9,96241,244,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/08/2018,away,12973,406,Mercer,9,True,7,6,1,win,7 - 6,97297,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/08/2018,away,12973,406,Mercer,9,True,2,3,-1,loss,2 - 3,97348,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/10/2018,home,12973,792,Winthrop,9,True,4,5,-1,loss,4 - 5,97602,244,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1774259,2018
04/13/2018,home,12973,2915,Wofford,9,True,4,3,1,win,4 - 3,98244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/14/2018,home,12973,2915,Wofford,9,True,5,13,-8,loss,5 - 13,99062,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/14/2018,home,12973,2915,Wofford,9,True,2,5,-3,loss,2 - 5,99109,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/18/2018,away,12973,1092,Gardner-Webb,9,True,15,12,3,win,15 - 12,99647,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/20/2018,away,12973,741,VMI,9,True,1,12,-11,loss,1 - 12,100021,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
04/21/2018,away,12973,741,VMI,9,True,7,13,-6,loss,7 - 13,100347,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774259,2018
