date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,86,Buffalo,9,True,6,5,1,win,6 - 5,658006,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
02/15/2013,home,11320,86,Buffalo,9,True,6,3,3,win,6 - 3,1681032,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
02/17/2013,home,11320,86,Buffalo,9,True,6,10,-4,loss,6 - 10,658561,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
02/20/2013,home,11320,1068,Elon,9,True,5,7,-2,loss,5 - 7,658837,488,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1213145,2013
02/21/2013,home,11320,388,Marshall,9,True,10,7,3,win,10 - 7,658868,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
02/24/2013,home,11320,388,Marshall,9,True,3,16,-13,loss,3 - 16,659718,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
02/24/2013,home,11320,388,Marshall,9,True,0,3,-3,loss,0 - 3,659773,488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1213145,2013
02/27/2013,home,11320,1092,Gardner-Webb,9,True,5,16,-11,loss,5 - 16,660058,488,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1213145,2013
03/02/2013,away,11320,489,N.C. Central,9,True,8,3,5,win,8 - 3,660623,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/02/2013,away,11320,489,N.C. Central,13,True,7,8,-1,loss,7 - 8,660711,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/03/2013,away,11320,489,N.C. Central,9,True,0,10,-10,loss,0 - 10,660945,488,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1213145,2013
03/08/2013,home,11320,62,Binghamton,9,True,4,10,-6,loss,4 - 10,661852,488,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1213145,2013
03/09/2013,home,11320,62,Binghamton,9,True,6,9,-3,loss,6 - 9,662325,488,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1213145,2013
03/09/2013,home,11320,62,Binghamton,9,True,4,9,-5,loss,4 - 9,662443,488,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1213145,2013
03/10/2013,home,11320,62,Binghamton,9,True,0,13,-13,loss,0 - 13,662705,488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/13/2013,home,11320,352,Lehigh,9,True,17,8,9,win,17 - 8,663422,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/16/2013,home,11320,61,Bethune-Cookman,9,True,15,6,9,win,15 - 6,664338,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/16/2013,home,11320,61,Bethune-Cookman,9,True,2,15,-13,loss,2 - 15,664475,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/17/2013,home,11320,61,Bethune-Cookman,9,True,9,6,3,win,9 - 6,664715,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/19/2013,home,11320,27,App State,9,True,2,10,-8,loss,2 - 10,665100,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/23/2013,home,11320,632,Savannah St.,9,True,5,12,-7,loss,5 - 12,666120,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/23/2013,home,11320,632,Savannah St.,9,True,1,4,-3,loss,1 - 4,666329,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/26/2013,home,11320,459,UNC Greensboro,9,True,4,10,-6,loss,4 - 10,667018,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/27/2013,home,11320,193,Duke,9,True,1,15,-14,loss,1 - 15,667049,488,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1213145,2013
03/30/2013,away,11320,228,Florida A&M,9,True,12,3,9,win,12 - 3,668232,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/30/2013,away,11320,228,Florida A&M,9,True,2,3,-1,loss,2 - 3,668423,488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
03/31/2013,away,11320,228,Florida A&M,9,True,12,7,5,win,12 - 7,668591,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
04/02/2013,home,11320,115,Campbell,9,True,2,10,-8,loss,2 - 10,668753,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
04/03/2013,home,11320,563,Radford,9,True,3,13,-10,loss,3 - 13,669083,488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1213145,2013
04/06/2013,home,11320,489,N.C. Central,9,True,11,8,3,win,11 - 8,669901,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213145,2013
