R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,02/14/2020,home,15204,454,Murray St.,9,True,6,0,6,win,1830250,664,2127745,2020
0,4,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,454,Murray St.,9,True,3,2,1,win,1830642,664,2127745,2020
2,4,4,2,0,6,0,3,1,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,454,Murray St.,9,True,8,7,1,win,1830810,664,2127745,2020
0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,02/18/2020,home,15204,474,New Orleans,9,True,6,5,1,win,1831017,664,2127745,2020
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,1004,Central Ark.,9,True,3,6,-3,loss,1831329,664,2127745,2020
0,4,2,1,0,3,0,2,0,0,1,0,1,0,0,0,0,0,02/22/2020,home,15204,1004,Central Ark.,10,True,5,4,1,win,1831639,664,2127745,2020
1,5,1,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,02/23/2020,home,15204,1004,Central Ark.,9,True,8,6,2,win,1831935,664,2127745,2020
1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,02/25/2020,away,15204,433,Ole Miss,9,True,3,4,-1,loss,1832144,664,2127745,2020
1,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,neutral,15204,735,Valparaiso,9,True,5,1,4,win,1832380,664,2127745,2020
0,3,1,0,1,3,0,2,0,1,0,0,1,0,0,0,0,0,02/29/2020,neutral,15204,735,Valparaiso,9,True,13,11,2,win,1832806,664,2127745,2020
2,4,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,402,McNeese,9,True,10,0,10,win,1832916,664,2127745,2020
1,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,402,McNeese,9,True,8,18,-10,loss,1833135,664,2127745,2020
1,4,1,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,03/06/2020,home,15204,32,Little Rock,9,True,11,4,7,win,1833906,664,2127745,2020
1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,32,Little Rock,9,True,4,1,3,win,1834279,664,2127745,2020
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,03/08/2020,home,15204,32,Little Rock,9,True,1,5,-4,loss,1834594,664,2127745,2020
0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,03/10/2020,neutral,15204,716,Troy,9,True,9,7,2,win,1835029,664,2127745,2020
