R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,01/31/2020,home,15204,30136,Lindenwood,10,True,5,6,-1,loss,1829547,230,1873727,2020
2,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,02/02/2020,home,15204,30136,Lindenwood,9,True,5,4,1,win,1881478,230,1873727,2020
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/02/2020,home,15204,30136,Lindenwood,9,True,0,12,-12,loss,1881484,230,1873727,2020
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020,home,15204,734,Valdosta St.,9,True,4,10,-6,loss,1963723,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020,neutral,15204,30045,Palm Beach Atl.,9,True,2,12,-10,loss,1829867,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,1462,Wingate,9,True,2,10,-8,loss,1829779,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/11/2020,home,15204,30092,Flagler,11,True,4,7,-3,loss,1830110,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,30191,Spring Hill,9,True,8,0,8,win,1830478,230,1873727,2020
0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02/15/2020,home,15204,30191,Spring Hill,10,True,2,3,-1,loss,1848378,230,1873727,2020
1,3,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,02/16/2020,home,15204,30191,Spring Hill,9,True,14,0,14,win,1830774,230,1873727,2020
1,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,02/21/2020,away,15204,584,Rollins,9,True,8,1,7,win,1831128,230,1873727,2020
0,3,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,584,Rollins,10,True,2,3,-1,loss,1831409,230,1873727,2020
0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,02/23/2020,away,15204,584,Rollins,9,True,3,7,-4,loss,1831784,230,1873727,2020
1,2,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,02/25/2020,home,15204,27854,Minn.-Crookston,9,True,12,15,-3,loss,1832089,230,1873727,2020
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,02/28/2020,away,15204,689,Tampa,9,True,0,1,-1,loss,1832486,230,1873727,2020
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,689,Tampa,9,True,2,5,-3,loss,1832772,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,689,Tampa,9,True,3,2,1,win,1849168,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2020,home,15204,333,Ky. Wesleyan,9,True,2,8,-6,loss,1833323,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,home,15204,333,Ky. Wesleyan,9,True,0,1,-1,loss,1833455,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020,away,15204,49,Barry,9,True,8,9,-1,loss,1833919,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,49,Barry,12,True,1,2,-1,loss,1834236,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,49,Barry,9,True,2,11,-9,loss,1847726,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2020,neutral,15204,30137,Malone,9,True,15,0,15,win,1834796,230,1873727,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,383,Minnesota St.,9,True,4,3,1,win,1834836,230,1873727,2020
