R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,8965,East Central,10,True,3,1,2,win,1963858,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,8965,East Central,9,True,1,2,-1,loss,1829910,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,8965,East Central,9,True,5,3,2,win,1963857,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,790,Winona St.,9,True,1,6,-5,loss,1830445,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,790,Winona St.,9,True,16,4,12,win,1848345,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,790,Winona St.,9,True,6,3,3,win,1966385,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,790,Winona St.,9,True,3,6,-3,loss,1830750,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,away,15204,2696,Hawaii Pacific,9,True,7,3,4,win,1831296,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,away,15204,2696,Hawaii Pacific,9,True,8,16,-8,loss,1848389,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,2696,Hawaii Pacific,9,True,9,7,2,win,1831688,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,2696,Hawaii Pacific,9,True,1,2,-1,loss,1847810,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,2696,Hawaii Pacific,9,True,14,8,6,win,1831974,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,799,Wis.-Parkside,9,True,9,1,8,win,1969743,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,799,Wis.-Parkside,9,True,14,6,8,win,1969744,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,799,Wis.-Parkside,12,True,8,7,1,win,1833144,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,130,Central Mo.,10,True,5,6,-1,loss,1833472,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,436,Mo.-St. Louis,9,True,4,7,-3,loss,1834226,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,436,Mo.-St. Louis,9,True,13,7,6,win,1847716,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,436,Mo.-St. Louis,9,True,13,10,3,win,1834519,1057,2116070,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,9012,Mo. Southern St.,9,True,4,3,1,win,1834966,1057,2116070,2020
