R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,home,16580,573958,Washington,9,True,10,5,5,win,4525690,99,2929044,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/01/2024,home,16580,573967,Milwaukee,11,True,5,4,1,win,4527998,99,2929044,2024,1
0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,03/09/2024,away,16580,573964,Wichita St.,9,True,8,4,4,win,4529850,99,2929044,2024,1
0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,03/10/2024,away,16580,573964,Wichita St.,9,True,2,8,-6,loss,4530169,99,2929044,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/13/2024,home,16580,574050,Dartmouth,9,True,0,3,-3,loss,4530696,99,2929044,2024,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2024,away,16580,574030,UC Santa Barbara,9,True,4,7,-3,loss,4531553,99,2929044,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/28/2024,away,16580,574024,CSU Bakersfield,9,True,4,1,3,win,4533664,99,2929044,2024,1
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2024,away,16580,574024,CSU Bakersfield,9,True,7,9,-2,loss,4534209,99,2929044,2024,1
0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/02/2024,away,16580,574178,Pepperdine,9,True,6,3,3,win,4534718,99,2929044,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05/03/2024,away,16580,574032,UC Davis,9,True,4,5,-1,loss,4541017,99,2929044,2024,1
1,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,05/04/2024,away,16580,574032,UC Davis,9,True,9,6,3,win,4541282,99,2929044,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,05/05/2024,away,16580,574032,UC Davis,9,True,3,4,-1,loss,4541528,99,2929044,2024,1
0,5,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,05/07/2024,home,16580,574213,Southern California,12,True,7,6,1,win,4541630,99,2929044,2024,1
1,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,05/10/2024,home,16580,574033,UC Irvine,9,True,3,18,-15,loss,4541788,99,2929044,2024,1
1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,05/11/2024,home,16580,574033,UC Irvine,9,True,2,11,-9,loss,4541944,99,2929044,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,05/12/2024,home,16580,574033,UC Irvine,9,True,1,7,-6,loss,4542064,99,2929044,2024,1
2,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,05/13/2024,home,16580,573994,California Baptist,9,True,9,7,2,win,4542082,99,2929044,2024,1
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,05/17/2024,home,16580,574081,Hawaii,9,True,4,3,1,win,4542409,99,2929044,2024,1
1,4,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,05/18/2024,home,16580,574081,Hawaii,9,True,2,7,-5,loss,4542559,99,2929044,2024,1
2,4,2,0,0,8,2,3,0,0,0,0,2,0,0,0,0,0,0,05/23/2024,away,16580,574023,Cal Poly,9,True,5,8,-3,loss,4542570,99,2929044,2024,1
1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,05/24/2024,away,16580,574023,Cal Poly,9,True,5,3,2,win,4542575,99,2929044,2024,1
0,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,05/25/2024,away,16580,574023,Cal Poly,9,True,6,7,-1,loss,4542581,99,2929044,2024,1
