date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,624,Sam Houston,9,True,5,8,-3,loss,5 - 8,5208280,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
02/19/2022,away,15860,624,Sam Houston,9,True,1,5,-4,loss,1 - 5,5210218,463,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
02/19/2022,away,15860,624,Sam Houston,9,True,12,9,3,win,12 - 9,5210230,463,2,5,3,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,2668060,2022
02/20/2022,away,15860,624,Sam Houston,9,True,3,6,-3,loss,3 - 6,5211558,463,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
02/25/2022,home,15860,698,TCU,9,True,1,4,-3,loss,1 - 4,5215557,463,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2668060,2022
02/26/2022,home,15860,698,TCU,9,True,3,8,-5,loss,3 - 8,5216897,463,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2668060,2022
02/27/2022,home,15860,698,TCU,9,True,3,5,-2,loss,3 - 5,5218377,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/04/2022,home,15860,508,Northwestern St.,9,True,2,0,2,win,2 - 0,5222787,463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2668060,2022
03/04/2022,away,15860,702,UT Arlington,9,True,3,4,-1,loss,3 - 4,5223121,463,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/05/2022,home,15860,508,Northwestern St.,9,True,6,0,6,win,6 - 0,5224317,463,1,3,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2668060,2022
03/05/2022,away,15860,702,UT Arlington,9,True,8,2,6,win,8 - 2,5226489,463,1,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/09/2022,away,15860,327,Kansas St.,9,True,4,6,-2,loss,4 - 6,5229533,463,0,4,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2668060,2022
03/13/2022,away,15860,464,Omaha,9,True,3,4,-1,loss,3 - 4,5237195,463,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2668060,2022
03/14/2022,home,15860,464,Omaha,9,True,6,5,1,win,6 - 5,5236048,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/15/2022,home,15860,472,New Mexico St.,9,True,12,6,6,win,12 - 6,5235872,463,2,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2668060,2022
03/16/2022,home,15860,472,New Mexico St.,9,True,6,5,1,win,6 - 5,5236394,463,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2668060,2022
03/18/2022,home,15860,26172,A&M-Corpus Christi,9,True,13,12,1,win,13 - 12,5238612,463,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2668060,2022
03/19/2022,home,15860,26172,A&M-Corpus Christi,9,True,1,4,-3,loss,1 - 4,5239647,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/20/2022,home,15860,26172,A&M-Corpus Christi,9,True,4,21,-17,loss,4 - 21,5240923,463,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/25/2022,home,15860,418,Michigan,9,True,13,9,4,win,13 - 9,5245688,463,1,5,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2668060,2022
03/26/2022,home,15860,418,Michigan,9,True,6,8,-2,loss,6 - 8,5246887,463,0,4,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/27/2022,home,15860,418,Michigan,9,True,1,6,-5,loss,1 - 6,5247816,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
03/29/2022,away,15860,169,Creighton,9,True,2,3,-1,loss,2 - 3,5249796,463,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2668060,2022
04/01/2022,away,15860,518,Ohio St.,9,True,5,3,2,win,5 - 3,5251843,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/02/2022,away,15860,518,Ohio St.,9,True,10,5,5,win,10 - 5,5254021,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/03/2022,away,15860,518,Ohio St.,9,True,17,5,12,win,17 - 5,5255136,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/06/2022,away,15860,464,Omaha,9,True,5,6,-1,loss,5 - 6,5257441,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/08/2022,home,15860,587,Rutgers,9,True,5,7,-2,loss,5 - 7,5258566,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/09/2022,home,15860,587,Rutgers,9,True,4,5,-1,loss,4 - 5,5259982,463,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2668060,2022
04/10/2022,home,15860,587,Rutgers,9,True,1,19,-18,loss,1 - 19,5260980,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/14/2022,home,15860,77,BYU,9,True,1,0,1,win,1 - 0,5264658,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/15/2022,home,15860,77,BYU,9,True,2,3,-1,loss,2 - 3,5265205,463,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2668060,2022
04/15/2022,home,15860,77,BYU,9,True,6,7,-1,loss,6 - 7,5265853,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/16/2022,home,15860,77,BYU,9,True,3,4,-1,loss,3 - 4,5266528,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/20/2022,home,15860,493,North Dakota St.,9,True,4,3,1,win,4 - 3,5270236,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/22/2022,away,15860,306,Indiana,9,True,7,8,-1,loss,7 - 8,5271468,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/23/2022,away,15860,306,Indiana,9,True,1,8,-7,loss,1 - 8,5272641,463,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2668060,2022
04/24/2022,away,15860,306,Indiana,9,True,19,7,12,win,19 - 7,5274544,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/26/2022,home,15860,327,Kansas St.,9,True,8,6,2,win,8 - 6,5276342,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/27/2022,home,15860,464,Omaha,9,True,14,3,11,win,14 - 3,5277267,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
04/29/2022,home,15860,312,Iowa,9,True,0,1,-1,loss,0 - 1,5280490,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/01/2022,home,15860,312,Iowa,9,True,12,1,11,win,12 - 1,5280765,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/01/2022,home,15860,312,Iowa,10,True,3,5,-2,loss,3 - 5,5281735,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/06/2022,away,15860,428,Minnesota,9,True,12,5,7,win,12 - 5,5283840,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/07/2022,away,15860,428,Minnesota,12,True,8,9,-1,loss,8 - 9,5284769,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/08/2022,away,15860,428,Minnesota,9,True,1,3,-2,loss,1 - 3,5285151,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/13/2022,away,15860,301,Illinois,9,True,3,8,-5,loss,3 - 8,5287265,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/14/2022,away,15860,301,Illinois,9,True,11,2,9,win,11 - 2,5287734,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/15/2022,away,15860,301,Illinois,9,True,4,5,-1,loss,4 - 5,5288213,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/17/2022,home,15860,527,Oral Roberts,9,True,9,5,4,win,9 - 5,5288671,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/19/2022,home,15860,416,Michigan St.,9,True,1,4,-3,loss,1 - 4,5288910,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668060,2022
05/20/2022,home,15860,416,Michigan St.,9,True,6,3,3,win,6 - 3,5289299,463,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2668060,2022
05/21/2022,home,15860,416,Michigan St.,9,True,10,9,1,win,10 - 9,5289484,463,2,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2668060,2022
