date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,439,Monmouth,9,True,6,7,-1,loss,6 - 7,658049,739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
02/21/2013,away,11320,490,NC State,9,True,3,14,-11,loss,3 - 14,658872,739,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1438972,2013
02/22/2013,home,11320,748,Wagner,10,True,4,5,-1,loss,4 - 5,659076,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
02/23/2013,home,11320,340,La Salle,9,True,6,3,3,win,6 - 3,659420,739,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1438972,2013
03/01/2013,away,11320,234,Florida St.,9,True,5,23,-18,loss,5 - 23,660261,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
03/02/2013,away,11320,234,Florida St.,9,True,0,7,-7,loss,0 - 7,660519,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
03/03/2013,away,11320,234,Florida St.,9,True,1,2,-1,loss,1 - 2,660993,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
03/05/2013,home,11320,735,Valparaiso,9,True,6,7,-1,loss,6 - 7,661543,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438972,2013
03/06/2013,home,11320,500,Northeastern,9,True,2,7,-5,loss,2 - 7,661703,739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438972,2013
03/09/2013,home,11320,310,Iona,9,True,5,2,3,win,5 - 2,662346,739,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1438972,2013
03/09/2013,home,11320,310,Iona,9,True,3,1,2,win,3 - 1,662460,739,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1438972,2013
03/10/2013,home,11320,127,Central Conn. St.,9,True,4,6,-2,loss,4 - 6,662722,739,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1438972,2013
03/12/2013,away,11320,606,Saint Joseph's,9,True,10,15,-5,loss,10 - 15,663245,739,3,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1438972,2013
03/13/2013,home,11320,28594,USciences,9,True,0,1,-1,loss,0 - 1,663482,739,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1438972,2013
03/15/2013,home,11320,136,Chicago St.,9,True,8,2,6,win,8 - 2,663767,739,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1438972,2013
03/17/2013,home,11320,386,Marist,9,True,0,1,-1,loss,0 - 1,664914,739,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1438972,2013
03/17/2013,home,11320,386,Marist,10,True,4,3,1,win,4 - 3,664957,739,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1438972,2013
03/20/2013,away,11320,540,Penn,9,True,5,12,-7,loss,5 - 12,665367,739,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1438972,2013
03/22/2013,home,11320,167,Cornell,9,True,2,3,-1,loss,2 - 3,665580,739,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1438972,2013
03/23/2013,home,11320,167,Cornell,9,True,0,4,-4,loss,0 - 4,665910,739,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1438972,2013
