date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,away,12360,698,TCU,9,True,5,3,2,win,5 - 3,292557,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/20/2016,away,12360,698,TCU,9,True,0,1,-1,loss,0 - 1,292761,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/21/2016,away,12360,698,TCU,9,True,0,5,-5,loss,0 - 5,293252,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/23/2016,home,12360,657,Southern California,9,True,3,4,-1,loss,3 - 4,293402,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/26/2016,away,12360,630,San Jose St.,9,True,13,4,9,win,13 - 4,293595,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/27/2016,away,12360,630,San Jose St.,9,True,5,8,-3,loss,5 - 8,293834,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
02/28/2016,away,12360,630,San Jose St.,9,True,4,3,1,win,4 - 3,294366,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/01/2016,home,12360,109,UC Irvine,9,True,1,5,-4,loss,1 - 5,294708,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/04/2016,away,12360,231,FIU,12,True,5,4,1,win,5 - 4,294992,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/05/2016,away,12360,231,FIU,9,True,10,3,7,win,10 - 3,295359,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/05/2016,away,12360,231,FIU,9,True,0,6,-6,loss,0 - 6,295471,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/06/2016,away,12360,231,FIU,9,True,8,4,4,win,8 - 4,295777,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/11/2016,away,12360,463,Nebraska,9,True,4,6,-2,loss,4 - 6,296960,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/11/2016,away,12360,463,Nebraska,9,True,0,7,-7,loss,0 - 7,296978,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/12/2016,away,12360,463,Nebraska,9,True,0,3,-3,loss,0 - 3,297185,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/13/2016,away,12360,463,Nebraska,9,True,4,5,-1,loss,4 - 5,297749,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/15/2016,away,12360,99,Long Beach St.,9,True,4,6,-2,loss,4 - 6,298227,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/18/2016,home,12360,551,Portland,9,True,1,3,-2,loss,1 - 3,298680,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/19/2016,home,12360,551,Portland,9,True,8,1,7,win,8 - 1,299033,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/20/2016,home,12360,551,Portland,9,True,3,0,3,win,3 - 0,299591,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/22/2016,away,12360,109,UC Irvine,9,True,7,2,5,win,7 - 2,300238,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/24/2016,away,12360,77,BYU,9,True,1,4,-3,loss,1 - 4,300396,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/25/2016,away,12360,77,BYU,9,True,10,5,5,win,10 - 5,300598,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/26/2016,away,12360,77,BYU,9,True,4,7,-3,loss,4 - 7,301033,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
03/29/2016,away,12360,657,Southern California,9,True,8,0,8,win,8 - 0,301801,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/01/2016,away,12360,627,San Diego,9,True,7,2,5,win,7 - 2,302264,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/02/2016,away,12360,627,San Diego,9,True,1,5,-4,loss,1 - 5,302544,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/03/2016,away,12360,627,San Diego,9,True,8,5,3,win,8 - 5,303121,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/05/2016,home,12360,111,UC Riverside,9,True,2,1,1,win,2 - 1,303546,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/08/2016,home,12360,629,San Francisco,9,True,13,4,9,win,13 - 4,304236,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/08/2016,home,12360,629,San Francisco,9,True,3,4,-1,loss,3 - 4,304264,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/09/2016,home,12360,629,San Francisco,9,True,5,1,4,win,5 - 1,304315,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
04/12/2016,away,12360,110,UCLA,9,True,5,6,-1,loss,5 - 6,305365,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752524,2016
