date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,home,12360,1356,Seattle U,9,True,10,5,5,win,10 - 5,292491,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/20/2016,home,12360,1356,Seattle U,9,True,1,0,1,win,1 - 0,292812,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/20/2016,home,12360,1356,Seattle U,9,True,5,2,3,win,5 - 2,292921,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/21/2016,home,12360,1356,Seattle U,9,True,1,4,-3,loss,1 - 4,293187,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/23/2016,away,12360,104,UC Santa Barbara,9,True,7,4,3,win,7 - 4,293431,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/26/2016,home,12360,129,Central Mich.,9,True,15,4,11,win,15 - 4,293691,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/27/2016,home,12360,694,Tennessee,9,True,3,6,-3,loss,3 - 6,294133,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
02/28/2016,away,12360,1104,Grand Canyon,9,True,3,8,-5,loss,3 - 8,294312,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/01/2016,away,12360,674,Stanford,9,True,1,9,-8,loss,1 - 9,294700,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/04/2016,home,12360,94,CSU Bakersfield,9,True,10,7,3,win,10 - 7,295185,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/05/2016,home,12360,508,Northwestern St.,9,True,3,9,-6,loss,3 - 9,295629,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/05/2016,home,12360,94,CSU Bakersfield,9,True,10,4,6,win,10 - 4,295626,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/06/2016,away,12360,29,Arizona,9,True,5,11,-6,loss,5 - 11,295843,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/12/2016,home,12360,732,Utah,9,True,7,2,5,win,7 - 2,297623,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/15/2016,home,12360,466,Nevada,9,True,6,1,5,win,6 - 1,298177,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/18/2016,away,12360,627,San Diego,9,True,9,0,9,win,9 - 0,298649,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/19/2016,away,12360,627,San Diego,9,True,0,4,-4,loss,0 - 4,299009,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/20/2016,away,12360,627,San Diego,9,True,9,1,8,win,9 - 1,299567,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/22/2016,home,12360,96,Fresno St.,9,True,4,6,-2,loss,4 - 6,300027,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/24/2016,home,12360,260,Gonzaga,9,True,2,0,2,win,2 - 0,300432,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/25/2016,home,12360,260,Gonzaga,9,True,6,5,1,win,6 - 5,300666,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
03/26/2016,home,12360,260,Gonzaga,9,True,1,7,-6,loss,1 - 7,301080,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
04/01/2016,away,12360,631,Santa Clara,9,True,7,5,2,win,7 - 5,302331,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
04/02/2016,away,12360,631,Santa Clara,9,True,1,0,1,win,1 - 0,302593,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
04/03/2016,away,12360,631,Santa Clara,9,True,9,13,-4,loss,9 - 13,303181,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422434,2016
