R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,5,1,0,1,3,0,2,0,0,0,0,1,1,0,0,0,0,01/31/2020,home,15204,206,Eastern N.M.,9,True,10,1,9,win,1829574,25,1988611,2020
2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,02/01/2020,home,15204,206,Eastern N.M.,9,True,26,3,23,win,1829662,25,1988611,2020
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,02/02/2020,home,15204,206,Eastern N.M.,9,True,10,0,10,win,1829715,25,1988611,2020
1,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,02/09/2020,away,15204,30179,Okla. Christian,9,True,5,3,2,win,1829935,25,1988611,2020
1,4,2,0,0,2,0,2,1,0,0,0,1,0,1,0,1,0,02/09/2020,away,15204,30179,Okla. Christian,9,True,9,8,1,win,1830042,25,1988611,2020
1,5,3,1,0,4,0,1,0,0,0,0,2,0,0,0,0,0,02/10/2020,away,15204,30179,Okla. Christian,9,True,9,4,5,win,1829797,25,1988611,2020
2,4,3,2,0,5,0,6,0,0,1,0,0,0,0,0,0,0,02/14/2020,home,15204,996,Cameron,9,True,16,2,14,win,1830214,25,1988611,2020
1,5,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,02/15/2020,home,15204,996,Cameron,9,True,11,6,5,win,1830602,25,1988611,2020
2,3,2,0,1,4,0,0,1,0,0,0,0,1,1,0,0,0,02/15/2020,home,15204,996,Cameron,9,True,10,4,6,win,1848933,25,1988611,2020
3,6,4,1,1,7,0,3,0,0,0,0,0,1,0,0,0,0,02/16/2020,home,15204,996,Cameron,9,True,23,8,15,win,1830800,25,1988611,2020
2,4,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,02/21/2020,away,15204,30177,Lubbock Christian,9,True,7,6,1,win,1831245,25,1988611,2020
2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,30177,Lubbock Christian,9,True,17,4,13,win,1831620,25,1988611,2020
1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,02/22/2020,away,15204,30177,Lubbock Christian,9,True,15,8,7,win,1847691,25,1988611,2020
1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,30177,Lubbock Christian,9,True,12,5,7,win,1831984,25,1988611,2020
0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,02/28/2020,home,15204,767,West Tex. A&M,11,True,5,4,1,win,1832525,25,1988611,2020
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,02/29/2020,home,15204,767,West Tex. A&M,9,True,8,5,3,win,1832929,25,1988611,2020
1,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,02/29/2020,home,15204,767,West Tex. A&M,9,True,2,8,-6,loss,1849399,25,1988611,2020
1,6,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,03/01/2020,home,15204,767,West Tex. A&M,11,True,9,8,1,win,1833120,25,1988611,2020
1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,03/06/2020,away,15204,1334,St. Edward's,9,True,2,3,-1,loss,1833784,25,1988611,2020
2,3,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,03/07/2020,away,15204,1334,St. Edward's,9,True,10,2,8,win,1834191,25,1988611,2020
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,1334,St. Edward's,9,True,6,4,2,win,1849869,25,1988611,2020
0,2,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,03/08/2020,away,15204,1334,St. Edward's,9,True,4,7,-3,loss,1834583,25,1988611,2020
