R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,5,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,02/25/2024,away,16580,282,Hobart,9,True,5,3,2,win,5247372,397,2144946,2024,3
0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,03/01/2024,away,16580,30166,Valley Forge,9,True,5,6,-1,loss,4527844,397,2144946,2024,3
0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,03/11/2024,neutral,16580,807,Wooster,9,True,0,6,-6,loss,4530288,397,2144946,2024,3
0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/11/2024,neutral,16580,807,Wooster,9,True,3,5,-2,loss,4543196,397,2144946,2024,3
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2024,neutral,16580,770,WestConn,9,True,5,4,1,win,4530438,397,2144946,2024,3
1,3,2,0,0,2,0,3,1,0,1,0,0,0,0,0,1,0,0,03/12/2024,neutral,16580,770,WestConn,9,True,9,5,4,win,4543883,397,2144946,2024,3
1,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,03/14/2024,neutral,16580,707,Thiel,9,True,6,5,1,win,4530749,397,2144946,2024,3
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/14/2024,neutral,16580,707,Thiel,9,True,6,3,3,win,4544991,397,2144946,2024,3
2,4,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,03/15/2024,home,16580,30069,Franciscan,9,True,10,5,5,win,4530934,397,2144946,2024,3
2,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,03/15/2024,away,16580,30069,Franciscan,9,True,9,3,6,win,5253750,397,2144946,2024,3
0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/19/2024,home,16580,0,Penn St.-Brandywine,9,True,8,5,3,win,4531909,397,2144946,2024,3
