date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,away,11320,244,Furman,9,True,3,4,-1,loss,3 - 4,657908,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
02/17/2013,home,11320,509,Northwestern,9,True,7,4,3,win,7 - 4,658618,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
02/22/2013,home,11320,140,Cincinnati,9,True,14,6,8,win,14 - 6,659052,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
02/22/2013,home,11320,769,Western Caro.,9,True,4,1,3,win,4 - 1,659053,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
02/23/2013,away,11320,244,Furman,9,True,5,8,-3,loss,5 - 8,659141,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
02/24/2013,home,11320,414,Miami (OH),9,True,6,8,-2,loss,6 - 8,659807,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/03/2013,away,11320,43,Austin Peay,9,True,2,7,-5,loss,2 - 7,661057,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/03/2013,away,11320,43,Austin Peay,9,True,4,3,1,win,4 - 3,661114,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/04/2013,away,11320,43,Austin Peay,9,True,7,10,-3,loss,7 - 10,661271,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/06/2013,away,11320,692,Tennessee Tech,9,True,5,3,2,win,5 - 3,661605,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/08/2013,away,11320,334,Kentucky,9,True,1,2,-1,loss,1 - 2,661899,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/09/2013,away,11320,334,Kentucky,9,True,6,1,5,win,6 - 1,662209,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/10/2013,away,11320,334,Kentucky,9,True,1,3,-2,loss,1 - 3,662752,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/15/2013,away,11320,631,Santa Clara,9,True,6,1,5,win,6 - 1,663811,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/16/2013,away,11320,631,Santa Clara,9,True,9,1,8,win,9 - 1,664295,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/16/2013,away,11320,631,Santa Clara,9,True,7,5,2,win,7 - 5,1942610,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/22/2013,home,11320,514,Oakland,9,True,5,2,3,win,5 - 2,665872,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/23/2013,home,11320,514,Oakland,10,True,2,1,1,win,2 - 1,666506,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/23/2013,home,11320,514,Oakland,9,True,3,2,1,win,3 - 2,666517,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/24/2013,home,11320,514,Oakland,9,True,7,0,7,win,7 - 0,666773,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/29/2013,away,11320,518,Ohio St.,9,True,8,7,1,win,8 - 7,667503,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/30/2013,away,11320,518,Ohio St.,9,True,3,8,-5,loss,3 - 8,668006,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
03/31/2013,away,11320,518,Ohio St.,9,True,7,2,5,win,7 - 2,668585,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
04/02/2013,home,11320,129,Central Mich.,9,True,4,2,2,win,4 - 2,668756,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
04/03/2013,away,11320,204,Eastern Mich.,9,True,9,3,6,win,9 - 3,669068,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
04/05/2013,home,11320,418,Michigan,9,True,3,6,-3,loss,3 - 6,669398,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
04/06/2013,away,11320,418,Michigan,9,True,1,5,-4,loss,1 - 5,669657,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106104,2013
