date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/21/2021,away,15580,772,Western Ky.,9,True,4,10,-6,loss,4 - 10,5005283,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
02/22/2021,away,15580,772,Western Ky.,9,True,8,5,3,win,8 - 5,5005885,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
02/22/2021,away,15580,772,Western Ky.,9,True,10,2,8,win,10 - 2,5005886,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
02/26/2021,away,15580,609,Saint Louis,9,True,7,4,3,win,7 - 4,5008457,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
02/27/2021,away,15580,609,Saint Louis,9,True,5,4,1,win,5 - 4,5010348,493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
02/27/2021,away,15580,609,Saint Louis,9,True,6,5,1,win,6 - 5,5010357,493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
03/05/2021,away,15580,502,Northern Colo.,9,True,4,8,-4,loss,4 - 8,5017334,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/06/2021,away,15580,502,Northern Colo.,9,True,11,1,10,win,11 - 1,5016976,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/06/2021,away,15580,502,Northern Colo.,9,True,4,14,-10,loss,4 - 14,5016984,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/07/2021,away,15580,502,Northern Colo.,9,True,11,1,10,win,11 - 1,5018133,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/12/2021,away,15580,175,Dayton,9,True,5,1,4,win,5 - 1,5022170,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/13/2021,away,15580,175,Dayton,9,True,9,1,8,win,9 - 1,5023578,493,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/14/2021,away,15580,175,Dayton,9,True,4,3,1,win,4 - 3,5025422,493,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
03/16/2021,away,15580,175,Dayton,9,True,9,3,6,win,9 - 3,5028402,493,1,4,2,2,0,4,0,2,1,0,0,0,2,0,0,0,0,0,1996959,2021
03/19/2021,away,15580,771,Western Ill.,10,True,11,2,9,win,11 - 2,5030232,493,0,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1996959,2021
03/20/2021,away,15580,771,Western Ill.,9,True,7,3,4,win,7 - 3,5030841,493,2,4,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1996959,2021
03/20/2021,away,15580,771,Western Ill.,9,True,8,4,4,win,8 - 4,5031659,493,0,5,1,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1996959,2021
03/21/2021,away,15580,771,Western Ill.,9,True,7,9,-2,loss,7 - 9,5033015,493,1,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1996959,2021
03/26/2021,away,15580,527,Oral Roberts,12,True,6,3,3,win,6 - 3,5039834,493,0,5,1,1,0,2,0,2,0,1,0,0,4,0,0,0,0,0,1996959,2021
03/26/2021,away,15580,527,Oral Roberts,9,True,4,5,-1,loss,4 - 5,5039838,493,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1996959,2021
03/27/2021,away,15580,527,Oral Roberts,9,True,3,5,-2,loss,3 - 5,5039839,493,1,4,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1996959,2021
03/28/2021,away,15580,527,Oral Roberts,9,True,9,7,2,win,9 - 7,5040431,493,1,4,2,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,1996959,2021
04/02/2021,away,15580,464,Omaha,9,True,4,15,-11,loss,4 - 15,5044987,493,1,4,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1996959,2021
04/02/2021,away,15580,464,Omaha,9,True,8,2,6,win,8 - 2,5044944,493,1,2,1,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,1996959,2021
04/03/2021,away,15580,464,Omaha,9,True,0,7,-7,loss,0 - 7,5046587,493,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
04/04/2021,away,15580,464,Omaha,9,True,10,4,6,win,10 - 4,5047275,493,1,4,2,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,1996959,2021
04/09/2021,home,15580,771,Western Ill.,9,True,2,0,2,win,2 - 0,5050978,493,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1996959,2021
04/10/2021,home,15580,771,Western Ill.,9,True,10,7,3,win,10 - 7,5052326,493,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
04/10/2021,home,15580,771,Western Ill.,9,True,6,3,3,win,6 - 3,5052794,493,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1996959,2021
04/11/2021,home,15580,771,Western Ill.,14,True,6,5,1,win,6 - 5,5053931,493,2,6,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
04/16/2021,home,15580,527,Oral Roberts,9,True,6,8,-2,loss,6 - 8,5057571,493,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996959,2021
04/17/2021,home,15580,527,Oral Roberts,9,True,2,18,-16,loss,2 - 18,5059607,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
04/17/2021,home,15580,527,Oral Roberts,9,True,14,11,3,win,14 - 11,5059136,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
04/23/2021,away,15580,649,South Dakota St.,9,True,5,0,5,win,5 - 0,5063813,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996959,2021
04/23/2021,away,15580,649,South Dakota St.,9,True,2,3,-1,loss,2 - 3,5064172,493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996959,2021
