AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,402,McNeese,9,True,12,5,7,win,657955,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,away,11320,402,McNeese,15,True,10,9,1,win,658200,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,402,McNeese,9,True,8,1,7,win,658519,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2013,away,11320,483,Nicholls,9,True,3,1,2,win,658990,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,away,11320,483,Nicholls,9,True,3,5,-2,loss,659175,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,away,11320,483,Nicholls,9,True,0,1,-1,loss,659577,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,away,11320,193,Duke,9,True,9,3,6,win,660258,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,away,11320,193,Duke,9,True,6,5,1,win,660516,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,away,11320,193,Duke,9,True,6,8,-2,loss,660990,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2013,home,11320,363,Longwood,9,True,2,3,-1,loss,661416,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2013,home,11320,180,Delaware,10,True,2,3,-1,loss,661876,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,home,11320,180,Delaware,9,True,0,8,-8,loss,662175,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2013,home,11320,180,Delaware,9,True,19,14,5,win,662728,711,1428305,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,home,11320,249,George Washington,9,True,9,5,4,win,663189,711,1428305,2013
