date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/17/2017,home,12560,67,Boston College,9,True,2,1,1,win,2 - 1,205905,61,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1752894,2017
02/18/2017,home,12560,67,Boston College,9,True,6,5,1,win,6 - 5,206094,61,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1752894,2017
02/19/2017,home,12560,67,Boston College,9,True,3,2,1,win,3 - 2,206532,61,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1752894,2017
02/24/2017,away,12560,28755,FGCU,9,True,13,7,6,win,13 - 7,206987,61,1,5,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1752894,2017
02/25/2017,away,12560,28755,FGCU,9,True,4,7,-3,loss,4 - 7,207274,61,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1752894,2017
02/26/2017,away,12560,28755,FGCU,9,True,3,8,-5,loss,3 - 8,207743,61,0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1752894,2017
02/28/2017,home,12560,678,Stetson,11,True,9,8,1,win,9 - 8,208073,61,2,5,5,3,0,11,1,2,1,0,0,0,0,0,0,0,0,0,1752894,2017
03/01/2017,home,12560,316,Jacksonville,9,True,5,4,1,win,5 - 4,208149,61,0,4,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1752894,2017
03/03/2017,home,12560,692,Tennessee Tech,9,True,0,5,-5,loss,0 - 5,208386,61,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1752894,2017
03/04/2017,home,12560,692,Tennessee Tech,9,True,5,4,1,win,5 - 4,208613,61,1,4,3,0,0,6,1,4,0,0,0,0,1,0,0,0,0,0,1752894,2017
03/05/2017,home,12560,692,Tennessee Tech,9,True,3,1,2,win,3 - 1,209132,61,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1752894,2017
03/07/2017,home,12560,229,Fla. Atlantic,9,True,6,12,-6,loss,6 - 12,209615,61,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1752894,2017
03/10/2017,home,12560,228,Florida A&M,9,True,6,11,-5,loss,6 - 11,210364,61,1,5,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1752894,2017
03/11/2017,home,12560,228,Florida A&M,11,True,3,4,-1,loss,3 - 4,210596,61,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1752894,2017
03/11/2017,home,12560,228,Florida A&M,9,True,5,1,4,win,5 - 1,210657,61,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1752894,2017
03/14/2017,home,12560,220,Fairfield,9,True,9,5,4,win,9 - 5,211352,61,1,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1752894,2017
03/15/2017,home,12560,220,Fairfield,9,True,7,5,2,win,7 - 5,211507,61,0,5,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1752894,2017
03/18/2017,home,12560,489,N.C. Central,9,True,15,5,10,win,15 - 5,212232,61,1,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1752894,2017
03/18/2017,home,12560,489,N.C. Central,9,True,7,5,2,win,7 - 5,212318,61,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1752894,2017
03/19/2017,home,12560,489,N.C. Central,9,True,13,1,12,win,13 - 1,212652,61,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1752894,2017
03/21/2017,home,12560,128,UCF,11,True,4,5,-1,loss,4 - 5,213070,61,1,6,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1752894,2017
03/22/2017,home,12560,172,Dartmouth,9,True,9,2,7,win,9 - 2,213254,61,1,4,3,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1752894,2017
03/25/2017,away,12560,488,N.C. A&T,9,True,10,4,6,win,10 - 4,214006,61,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1752894,2017
03/25/2017,away,12560,488,N.C. A&T,9,True,10,5,5,win,10 - 5,214156,61,1,4,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1752894,2017
03/26/2017,away,12560,488,N.C. A&T,9,True,5,6,-1,loss,5 - 6,214510,61,1,4,3,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,1752894,2017
03/28/2017,home,12560,2711,North Florida,9,True,4,5,-1,loss,4 - 5,214868,61,0,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1752894,2017
03/29/2017,away,12560,2711,North Florida,9,True,10,2,8,win,10 - 2,214972,61,1,4,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1752894,2017
03/31/2017,away,12560,355,Liberty,9,True,5,4,1,win,5 - 4,215252,61,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752894,2017
04/01/2017,away,12560,355,Liberty,10,True,3,4,-1,loss,3 - 4,215477,61,0,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1752894,2017
04/02/2017,away,12560,355,Liberty,9,True,1,6,-5,loss,1 - 6,216036,61,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1752894,2017
