date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/17/2018,home,12973,81,Bryant,9,True,4,0,4,win,4 - 0,85703,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/17/2018,home,12973,81,Bryant,9,True,5,1,4,win,5 - 1,85711,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/18/2018,home,12973,81,Bryant,9,True,10,1,9,win,10 - 1,85865,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/21/2018,home,12973,31,Arkansas,9,True,0,1,-1,loss,0 - 1,86207,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/23/2018,away,12973,626,San Diego St.,10,True,2,3,-1,loss,2 - 3,86366,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/24/2018,home,12973,418,Michigan,9,True,9,5,4,win,9 - 5,86767,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/25/2018,away,12973,627,San Diego,9,True,3,5,-2,loss,3 - 5,86990,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
02/27/2018,home,12973,472,New Mexico St.,9,True,5,4,1,win,5 - 4,87355,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/02/2018,away,12973,428,Minnesota,12,True,2,3,-1,loss,2 - 3,87629,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/03/2018,home,12973,301,Illinois,9,True,3,4,-1,loss,3 - 4,88125,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/04/2018,home,12973,416,Michigan St.,9,True,2,3,-1,loss,2 - 3,88559,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/06/2018,home,12973,626,San Diego St.,9,True,13,4,9,win,13 - 4,88942,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/09/2018,home,12973,493,North Dakota St.,9,True,13,3,10,win,13 - 3,89487,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/10/2018,home,12973,493,North Dakota St.,9,True,9,4,5,win,9 - 4,89829,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/11/2018,home,12973,493,North Dakota St.,9,True,11,2,9,win,11 - 2,90383,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/13/2018,away,12973,28,Arizona St.,9,True,6,2,4,win,6 - 2,90715,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/16/2018,away,12973,756,Washington,9,True,1,7,-6,loss,1 - 7,91238,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/17/2018,away,12973,756,Washington,9,True,0,1,-1,loss,0 - 1,91567,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/18/2018,away,12973,756,Washington,10,True,2,3,-1,loss,2 - 3,92117,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/20/2018,home,12973,472,New Mexico St.,9,True,14,0,14,win,14 - 0,92583,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/23/2018,home,12973,754,Washington St.,9,True,5,4,1,win,5 - 4,92958,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/24/2018,home,12973,754,Washington St.,9,True,4,5,-1,loss,4 - 5,93241,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/25/2018,home,12973,754,Washington St.,9,True,9,2,7,win,9 - 2,93700,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/29/2018,home,12973,483,Nicholls,9,True,11,3,8,win,11 - 3,94530,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/30/2018,home,12973,483,Nicholls,9,True,11,5,6,win,11 - 5,94751,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
03/31/2018,home,12973,483,Nicholls,9,True,9,3,6,win,9 - 3,95208,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/02/2018,away,12973,473,New Mexico,9,True,16,6,10,win,16 - 6,95711,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/06/2018,home,12973,528,Oregon St.,9,True,2,6,-4,loss,2 - 6,96290,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/07/2018,home,12973,528,Oregon St.,9,True,15,4,11,win,15 - 4,96587,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/08/2018,home,12973,528,Oregon St.,9,True,6,5,1,win,6 - 5,97048,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/10/2018,away,12973,1104,Grand Canyon,9,True,16,1,15,win,16 - 1,97542,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/13/2018,away,12973,657,Southern California,9,True,14,2,12,win,14 - 2,98286,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/14/2018,away,12973,657,Southern California,9,True,2,12,-10,loss,2 - 12,98629,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/15/2018,away,12973,657,Southern California,9,True,4,2,2,win,4 - 2,99266,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/17/2018,home,12973,77,BYU,9,True,6,1,5,win,6 - 1,99522,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/20/2018,home,12973,674,Stanford,9,True,2,8,-6,loss,2 - 8,100108,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/21/2018,home,12973,674,Stanford,9,True,7,8,-1,loss,7 - 8,100395,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/22/2018,home,12973,674,Stanford,9,True,2,7,-5,loss,2 - 7,101165,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/27/2018,away,12973,732,Utah,9,True,4,5,-1,loss,4 - 5,102111,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/28/2018,away,12973,732,Utah,9,True,2,3,-1,loss,2 - 3,102384,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
04/29/2018,away,12973,732,Utah,9,True,18,12,6,win,18 - 12,103088,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884155,2018
