R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,home,15204,208,Eckerd,9,True,12,5,7,win,1829658,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,home,15204,208,Eckerd,9,True,6,4,2,win,1848542,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/02/2020,home,15204,208,Eckerd,9,True,1,11,-10,loss,1829713,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/04/2020,away,15204,1096,Georgia College,9,True,6,11,-5,loss,1829759,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,home,15204,632,Savannah St.,9,True,9,6,3,win,1963933,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,632,Savannah St.,9,True,13,2,11,win,1963960,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,632,Savannah St.,9,True,9,6,3,win,1830071,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,30013,Lee,9,True,2,6,-4,loss,1830519,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,30013,Lee,9,True,6,3,3,win,1848554,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,away,15204,30013,Lee,9,True,6,5,1,win,1830834,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,1238,Montevallo,9,True,2,3,-1,loss,1831425,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,1238,Montevallo,9,True,9,3,6,win,1848950,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,1238,Montevallo,9,True,11,1,10,win,1831791,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,away,15204,30151,Shorter,9,True,8,3,5,win,1832295,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,30151,Shorter,9,True,15,12,3,win,1832582,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,30151,Shorter,9,True,8,0,8,win,1848398,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,11740,West Florida,9,True,2,8,-6,loss,1834024,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,11740,West Florida,10,True,1,0,1,win,1849489,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,away,15204,11740,West Florida,9,True,9,14,-5,loss,1834423,766,2134051,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,away,15204,159,Columbus St.,9,True,1,8,-7,loss,1835186,766,2134051,2020
