date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,457,North Carolina,9,True,1,7,-6,loss,1 - 7,404815,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
02/14/2015,away,12080,457,North Carolina,9,True,4,10,-6,loss,4 - 10,405194,635,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1530186,2015
02/14/2015,away,12080,457,North Carolina,9,True,5,9,-4,loss,5 - 9,405314,635,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1530186,2015
02/27/2015,home,12080,746,Virginia,9,True,1,4,-3,loss,1 - 4,406665,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
02/27/2015,home,12080,167,Cornell,9,True,3,0,3,win,3 - 0,406662,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
02/28/2015,home,12080,272,Hartford,9,True,1,3,-2,loss,1 - 3,406965,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/06/2015,away,12080,651,South Fla.,9,True,0,1,-1,loss,0 - 1,407666,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/07/2015,away,12080,651,South Fla.,9,True,3,7,-4,loss,3 - 7,407862,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/08/2015,away,12080,651,South Fla.,9,True,6,12,-6,loss,6 - 12,408353,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/10/2015,home,12080,231,FIU,9,True,12,10,2,win,12 - 10,408998,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/11/2015,home,12080,606,Saint Joseph's,9,True,16,9,7,win,16 - 9,409214,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/13/2015,home,12080,352,Lehigh,9,True,13,6,7,win,13 - 6,409609,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/14/2015,home,12080,774,Western Mich.,9,True,11,2,9,win,11 - 2,410023,635,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1530186,2015
03/18/2015,home,12080,617,Saint Peter's,9,True,16,2,14,win,16 - 2,411065,635,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1530186,2015
03/20/2015,home,12080,164,UConn,9,True,0,1,-1,loss,0 - 1,411456,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/22/2015,home,12080,164,UConn,9,True,3,0,3,win,3 - 0,412320,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/22/2015,home,12080,164,UConn,9,True,3,6,-3,loss,3 - 6,412438,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/24/2015,home,12080,554,Princeton,9,True,6,5,1,win,6 - 5,412665,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/25/2015,home,12080,342,Lafayette,9,True,8,3,5,win,8 - 3,412879,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/27/2015,home,12080,222,Fairleigh Dickinson,9,True,9,2,7,win,9 - 2,413149,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/29/2015,home,12080,222,Fairleigh Dickinson,9,True,4,0,4,win,4 - 0,414152,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
03/29/2015,home,12080,222,Fairleigh Dickinson,9,True,2,1,1,win,2 - 1,414172,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/02/2015,away,12080,812,Xavier,9,True,7,4,3,win,7 - 4,415024,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/04/2015,away,12080,812,Xavier,9,True,4,2,2,win,4 - 2,415950,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/04/2015,away,12080,812,Xavier,9,True,5,2,3,win,5 - 2,416162,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/08/2015,away,12080,748,Wagner,9,True,6,1,5,win,6 - 1,416830,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/10/2015,away,12080,603,St. John's (NY),9,True,1,5,-4,loss,1 - 5,417069,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/11/2015,away,12080,603,St. John's (NY),9,True,4,7,-3,loss,4 - 7,417314,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/12/2015,away,12080,603,St. John's (NY),9,True,19,4,15,win,19 - 4,418098,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/14/2015,home,12080,439,Monmouth,10,True,1,3,-2,loss,1 - 3,418604,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/17/2015,home,12080,87,Butler,9,True,6,4,2,win,6 - 4,419239,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/18/2015,home,12080,87,Butler,9,True,0,1,-1,loss,0 - 1,419549,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/19/2015,home,12080,87,Butler,9,True,1,3,-2,loss,1 - 3,420304,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/21/2015,away,12080,439,Monmouth,9,True,2,0,2,win,2 - 0,420778,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/24/2015,home,12080,587,Rutgers,9,True,2,3,-1,loss,2 - 3,421417,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/25/2015,away,12080,587,Rutgers,9,True,2,4,-2,loss,2 - 4,421706,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/26/2015,home,12080,587,Rutgers,9,True,16,5,11,win,16 - 5,422670,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
04/29/2015,away,12080,617,Saint Peter's,9,True,4,6,-2,loss,4 - 6,423093,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/01/2015,home,12080,169,Creighton,9,True,5,4,1,win,5 - 4,423315,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/02/2015,home,12080,169,Creighton,9,True,7,10,-3,loss,7 - 10,423602,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/03/2015,home,12080,169,Creighton,9,True,2,4,-2,loss,2 - 4,424144,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/08/2015,away,12080,739,Villanova,9,True,5,7,-2,loss,5 - 7,424744,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/09/2015,away,12080,739,Villanova,9,True,3,2,1,win,3 - 2,425047,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/09/2015,away,12080,739,Villanova,9,True,10,12,-2,loss,10 - 12,425075,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/14/2015,home,12080,251,Georgetown,9,True,2,1,1,win,2 - 1,425419,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/15/2015,home,12080,251,Georgetown,9,True,6,5,1,win,6 - 5,425674,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/15/2015,home,12080,251,Georgetown,9,True,2,5,-3,loss,2 - 5,425694,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/21/2015,away,12080,169,Creighton,9,True,4,7,-3,loss,4 - 7,426052,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/22/2015,home,12080,251,Georgetown,9,True,5,1,4,win,5 - 1,426188,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
05/23/2015,away,12080,169,Creighton,9,True,1,12,-11,loss,1 - 12,426222,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530186,2015
