date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,430,Mississippi St.,9,True,3,0,3,win,3 - 0,5207494,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
02/19/2022,away,15860,430,Mississippi St.,9,True,13,3,10,win,13 - 3,5212682,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
02/20/2022,away,15860,430,Mississippi St.,9,True,4,12,-8,loss,4 - 12,5212656,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
02/25/2022,home,15860,102,Sacramento St.,10,True,0,1,-1,loss,0 - 1,5217379,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
02/26/2022,home,15860,102,Sacramento St.,9,True,4,5,-1,loss,4 - 5,5218616,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
02/27/2022,home,15860,102,Sacramento St.,9,True,4,5,-1,loss,4 - 5,5218612,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
03/01/2022,away,15860,110,UCLA,9,True,0,3,-3,loss,0 - 3,5220560,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
03/04/2022,home,15860,493,North Dakota St.,9,True,4,5,-1,loss,4 - 5,5224111,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
03/05/2022,home,15860,493,North Dakota St.,9,True,5,2,3,win,5 - 2,5225895,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
03/06/2022,home,15860,493,North Dakota St.,9,True,8,5,3,win,8 - 5,5226551,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513125,2022
