date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/20/2015,home,12080,746,Virginia,9,True,1,9,-8,loss,1 - 9,405818,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
02/21/2015,home,12080,746,Virginia,9,True,2,7,-5,loss,2 - 7,406104,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
02/22/2015,home,12080,746,Virginia,18,True,4,5,-1,loss,4 - 5,406298,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/06/2015,away,12080,244,Furman,9,True,3,7,-4,loss,3 - 7,407640,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/07/2015,away,12080,244,Furman,9,True,4,13,-9,loss,4 - 13,407837,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/08/2015,away,12080,244,Furman,11,True,9,10,-1,loss,9 - 10,408313,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/13/2015,away,12080,563,Radford,9,True,2,1,1,win,2 - 1,409457,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/15/2015,away,12080,563,Radford,10,True,4,5,-1,loss,4 - 5,410299,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/15/2015,away,12080,563,Radford,9,True,1,3,-2,loss,1 - 3,410349,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/17/2015,home,12080,14,UAlbany,9,True,5,7,-2,loss,5 - 7,410942,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/19/2015,away,12080,127,Central Conn. St.,9,True,4,13,-9,loss,4 - 13,411232,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/22/2015,home,12080,590,Sacred Heart,9,True,5,0,5,win,5 - 0,412473,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/22/2015,home,12080,590,Sacred Heart,9,True,2,0,2,win,2 - 0,412485,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/24/2015,away,12080,272,Hartford,9,True,8,1,7,win,8 - 1,412645,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
03/26/2015,away,12080,748,Wagner,9,True,2,7,-5,loss,2 - 7,413098,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315377,2015
