date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/25/2022,away,15860,483,Nicholls,9,True,1,11,-10,loss,1 - 11,5215485,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
02/26/2022,away,15860,483,Nicholls,9,True,0,10,-10,loss,0 - 10,5216931,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
02/27/2022,away,15860,483,Nicholls,9,True,10,16,-6,loss,10 - 16,5218468,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/01/2022,away,15860,30,Arkansas St.,9,True,2,17,-15,loss,2 - 17,5225921,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/02/2022,away,15860,30,Arkansas St.,9,True,3,13,-10,loss,3 - 13,5229038,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/04/2022,away,15860,2678,Ark.-Pine Bluff,9,True,2,1,1,win,2 - 1,5235109,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/05/2022,away,15860,2678,Ark.-Pine Bluff,9,True,16,9,7,win,16 - 9,5235169,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/19/2022,home,15860,6,Alabama A&M,9,True,5,6,-1,loss,5 - 6,5240005,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/20/2022,home,15860,6,Alabama A&M,9,True,8,7,1,win,8 - 7,5240921,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/20/2022,home,15860,6,Alabama A&M,9,True,8,7,1,win,8 - 7,5241561,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/25/2022,away,15860,228,Florida A&M,9,True,3,12,-9,loss,3 - 12,5245574,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/26/2022,away,15860,228,Florida A&M,9,True,3,20,-17,loss,3 - 20,5246476,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
03/27/2022,away,15860,228,Florida A&M,9,True,0,5,-5,loss,0 - 5,5247850,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/01/2022,home,15860,61,Bethune-Cookman,11,True,1,3,-2,loss,1 - 3,5254224,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/02/2022,home,15860,61,Bethune-Cookman,9,True,3,2,1,win,3 - 2,5254226,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/03/2022,home,15860,61,Bethune-Cookman,9,True,13,17,-4,loss,13 - 17,5254848,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/08/2022,away,15860,314,Jackson St.,9,True,2,11,-9,loss,2 - 11,5261787,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/09/2022,away,15860,314,Jackson St.,9,True,5,6,-1,loss,5 - 6,5260077,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/10/2022,away,15860,314,Jackson St.,9,True,7,21,-14,loss,7 - 21,5260994,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/15/2022,home,15860,7,Alabama St.,9,True,11,16,-5,loss,11 - 16,5265412,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/15/2022,home,15860,7,Alabama St.,9,True,4,14,-10,loss,4 - 14,5287547,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
04/22/2022,away,15860,61,Bethune-Cookman,9,True,12,2,10,win,12 - 2,5271033,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344007,2022
